,life_exp_max,tfr_scenario,tfr_scenario_t,start_converge_t,converge_speed_t,location,year,life_exp,fertility,population,births,deaths,years_lived,fertility_t,population_t,births_t,deaths_t,years_lived_t
4608,100.0,1.66,replacement,2100.0,medium,World,2025,74.797,2.218,8191992061.0,677468194.676,324652312.453,40132938398.319,2.218,8191992061.0,677468194.676,324652312.453,40132938398.319
4609,100.0,1.66,replacement,2100.0,medium,World,2030,75.437,2.192,8544807943.222,684327704.979,352456631.104,41834011561.746,2.192,8544807943.222,684327704.979,352456631.104,41834011561.746
4610,100.0,1.66,replacement,2100.0,medium,World,2035,76.037,2.164,8876679017.098,690189622.686,383101655.03,43422842614.339,2.164,8876679017.098,690189622.686,383101655.03,43422842614.339
4611,100.0,1.66,replacement,2100.0,medium,World,2040,76.607,2.136,9183766984.753,691707858.463,414412859.153,44885367771.536,2.136,9183766984.753,691707858.463,414412859.153,44885367771.536
4612,100.0,1.66,replacement,2100.0,medium,World,2045,77.151,2.108,9461061984.063,684907971.711,444728185.528,46201079147.785,2.108,9461061984.063,684907971.711,444728185.528,46201079147.785
4613,100.0,1.66,replacement,2100.0,medium,World,2050,77.67,2.073,9701241770.246,671685136.715,473284428.43,47335465810.323,2.073,9701241770.246,671685136.715,473284428.43,47335465810.323
4614,100.0,1.66,replacement,2100.0,medium,World,2055,78.166,2.036,9899642478.531,659055470.763,499780770.645,48265634525.73,2.036,9899642478.531,659055470.763,499780770.645,48265634525.73
4615,100.0,1.66,replacement,2100.0,medium,World,2060,78.646,2.003,10058917178.649,650284751.742,523237749.982,49007218933.618,2.003,10058917178.649,650284751.742,523237749.982,49007218933.618
4616,100.0,1.66,replacement,2100.0,medium,World,2065,79.116,1.973,10185964180.41,642710834.157,543728472.773,49595470894.936,1.973,10185964180.41,642710834.157,543728472.773,49595470894.936
4617,100.0,1.66,replacement,2100.0,medium,World,2070,79.586,1.947,10284946541.794,633247006.153,562380669.638,50048222029.996,1.947,10284946541.794,633247006.153,562380669.638,50048222029.996
4618,100.0,1.66,replacement,2100.0,medium,World,2075,80.056,1.922,10355812878.309,620614683.326,579189002.132,50364359628.611,1.922,10355812878.309,620614683.326,579189002.132,50364359628.611
4619,100.0,1.66,replacement,2100.0,medium,World,2080,80.527,1.897,10397238559.504,605949226.949,592225581.803,50541423295.286,1.897,10397238559.504,605949226.949,592225581.803,50541423295.286
4620,100.0,1.66,replacement,2100.0,medium,World,2085,80.998,1.876,10410962204.65,590966411.346,599913202.053,50594096998.846,1.876,10410962204.65,590966411.346,599913202.053,50594096998.846
4621,100.0,1.66,replacement,2100.0,medium,World,2090,81.478,1.856,10402015413.943,576565187.505,605403974.639,50540582363.195,1.856,10402015413.943,576565187.505,605403974.639,50540582363.195
4622,100.0,1.66,replacement,2100.0,medium,World,2095,81.966,1.838,10373176626.808,563277110.281,611928723.761,50384620068.059,1.838,10373176626.808,563277110.281,611928723.761,50384620068.059
4623,100.0,1.66,replacement,2100.0,medium,World,2100,82.47,1.822,10324525013.328,549793720.652,618385759.937,50128909091.551,1.822,10324525013.328,549793720.652,618385759.937,50128909091.551
4624,100.0,1.66,replacement,2100.0,medium,World,2105,82.949,1.785,10255932974.044,529105457.481,619125504.914,49780266981.9,1.864,10255932974.044,552589577.967,619355008.305,49779301063.798
4625,100.0,1.66,replacement,2100.0,medium,World,2110,83.433,1.756,10165912926.61,510011711.884,616558899.983,49332915518.371,1.905,10189167543.706,553018288.269,617020300.953,49447247654.2
4626,100.0,1.66,replacement,2100.0,medium,World,2115,83.934,1.73,10059365738.511,491200749.885,610910515.46,48811600280.047,1.942,10125165531.021,551454063.156,611562757.265,49137889697.882
4627,100.0,1.66,replacement,2100.0,medium,World,2120,84.454,1.707,9939655972.936,473530951.444,605829655.014,48222991611.291,1.973,10065056836.912,547674011.01,606636893.818,48846711335.636
4628,100.0,1.66,replacement,2100.0,medium,World,2125,84.99,1.689,9807357269.366,456866789.825,603918456.384,47561539823.048,1.998,10006093954.104,543845637.25,604882161.075,48551432394.031
4629,100.0,1.66,replacement,2100.0,medium,World,2130,85.537,1.675,9660305602.807,440606541.51,601709589.858,46827558299.421,2.02,9945057430.279,542541549.29,602847178.622,48247002042.407
4630,100.0,1.66,replacement,2100.0,medium,World,2135,86.094,1.664,9499202554.46,424303943.96,598036043.326,46027122570.389,2.032,9884751800.947,542428341.357,599357492.957,47950022391.384
4631,100.0,1.66,replacement,2100.0,medium,World,2140,86.658,1.661,9325470455.094,409373789.197,591921086.222,45169657029.465,2.037,9827822649.347,542832815.695,593415260.243,47676106541.76
4632,100.0,1.66,replacement,2100.0,medium,World,2145,87.23,1.66,9142923158.069,394975646.375,583071586.921,44275241038.596,2.04,9777240204.799,542828429.202,584731941.604,47441109482.334
4633,100.0,1.66,replacement,2100.0,medium,World,2150,87.81,1.66,8954827217.523,381448119.565,572223334.548,43358136070.521,2.043,9735336692.397,541908761.379,574055990.523,47254601415.368
4634,100.0,1.66,replacement,2100.0,medium,World,2155,88.398,1.66,8764052002.539,368375993.746,561133524.782,42428106407.557,2.045,9703189463.253,540749550.528,563175661.124,47117297189.157
4635,100.0,1.66,replacement,2100.0,medium,World,2160,88.995,1.66,8571294471.502,355619300.943,550618911.568,41486750284.511,2.045,9680763352.657,539870176.339,552939519.507,47027022159.64
4636,100.0,1.66,replacement,2100.0,medium,World,2165,89.6,1.66,8376294860.878,343208767.394,539740730.262,40535508719.389,2.045,9667694009.489,539777452.916,542460335.833,46984563840.141
4637,100.0,1.66,replacement,2100.0,medium,World,2170,90.194,1.66,8179762898.009,331291259.344,529425965.193,39576119052.455,2.045,9665011126.572,540006431.929,532745882.611,46993101553.87
4638,100.0,1.66,replacement,2100.0,medium,World,2175,90.792,1.66,7981628192.16,319943574.817,517742445.405,38611647731.873,2.045,9672271675.889,540094449.456,521971270.069,47053554112.848
4639,100.0,1.66,replacement,2100.0,medium,World,2180,91.388,1.66,7783829321.572,309097676.471,505508919.974,37650738837.114,2.045,9690394855.277,539867628.764,511180167.275,47168927145.717
4640,100.0,1.66,replacement,2100.0,medium,World,2185,91.979,1.66,7587418078.07,298623929.519,493146079.344,36697107879.054,2.045,9719082316.766,539469661.464,501363042.029,47334776903.487
4641,100.0,1.66,replacement,2100.0,medium,World,2190,92.561,1.66,7392895928.244,288442309.681,480915700.413,35752622228.996,2.045,9757188936.2,539168241.286,493760009.485,47542224616.937
4642,100.0,1.66,replacement,2100.0,medium,World,2195,93.128,1.66,7200422537.512,278556769.26,468481201.293,34818959582.322,2.045,9802597168.002,539101245.015,489114945.798,47778575040.639
4643,100.0,1.66,replacement,2100.0,medium,World,2200,93.683,1.66,7010498105.479,269018345.289,455497022.153,33899874153.163,2.045,9852583467.219,539192696.17,487382204.403,48030220301.546
4644,100.0,1.66,replacement,2100.0,medium,World,2205,94.181,1.66,6824019428.616,259858941.821,444246828.695,32994793887.147,2.045,9904393958.986,539266066.435,489327635.343,48281780240.867
4645,100.0,1.66,replacement,2100.0,medium,World,2210,94.658,1.66,6639631541.741,251056512.604,432241961.465,32100933606.858,2.045,9954332390.077,539218578.162,489954867.219,48526619958.121
4646,100.0,1.66,replacement,2100.0,medium,World,2215,95.125,1.66,6458446092.88,242558414.526,419777993.781,31224788385.989,2.045,10003596101.02,539086295.442,489112494.817,48772525995.695
4647,100.0,1.66,replacement,2100.0,medium,World,2220,95.552,1.66,6281226513.625,234323239.491,408275737.649,30366242788.725,2.045,10053569901.646,538969238.023,489222836.517,49019897932.739
4648,100.0,1.66,replacement,2100.0,medium,World,2225,95.946,1.66,6107274015.467,226343270.588,397019748.447,29522886392.373,2.045,10103316303.152,538930677.257,490515197.581,49262463454.314
4649,100.0,1.66,replacement,2100.0,medium,World,2230,96.304,1.66,5936597537.608,218633511.843,386399365.574,28694446182.817,2.045,10151731782.828,538957021.69,493190670.548,49494737506.889
4650,100.0,1.66,replacement,2100.0,medium,World,2235,96.634,1.66,5768831683.878,211205012.872,375840866.835,27880535378.635,2.045,10197498133.97,538990820.367,495803995.195,49713909707.842
4651,100.0,1.66,replacement,2100.0,medium,World,2240,96.95,1.66,5604195829.915,204048705.542,365005675.331,27082978562.826,2.045,10240684959.142,538989593.725,497414412.115,49922593199.256
4652,100.0,1.66,replacement,2100.0,medium,World,2245,97.254,1.66,5443238860.126,197140416.082,354276866.809,26303548780.188,2.045,10282260140.751,538955134.802,498382003.17,50124747652.388
4653,100.0,1.66,replacement,2100.0,medium,World,2250,97.537,1.66,5286102409.4,190457451.174,343984565.708,25542004233.187,2.045,10322833272.383,538917892.271,499440644.846,50321432711.039
4654,100.0,1.66,replacement,2100.0,medium,World,2255,97.794,1.66,5132575294.866,183989908.85,334408714.226,24796762106.331,2.045,10362310519.808,538902712.754,501358364.45,50510385390.618
4655,100.0,1.66,replacement,2100.0,medium,World,2260,98.036,1.66,4982156489.49,177738684.84,325100410.938,24066419149.095,2.045,10399854868.113,538909896.567,503494539.927,50688940443.139
4656,100.0,1.66,replacement,2100.0,medium,World,2265,98.263,1.66,4834794763.392,171705462.139,315895405.618,23351250352.479,2.045,10435270224.753,538922688.98,505602070.604,50856870583.288
4657,100.0,1.66,replacement,2100.0,medium,World,2270,98.459,1.66,4690604819.913,165885111.464,307284842.615,22650515958.417,2.045,10468590843.129,538926753.683,508276655.301,51012785865.444
4658,100.0,1.66,replacement,2100.0,medium,World,2275,98.643,1.66,4549205088.761,160265762.879,298588723.706,21964261639.809,2.045,10499240941.511,538920751.529,510402101.757,51157076848.264
4659,100.0,1.66,replacement,2100.0,medium,World,2280,98.823,1.66,4410882127.935,154834428.056,289796725.944,21293859376.286,2.045,10527759591.283,538912140.871,511836489.06,51292714861.091
4660,100.0,1.66,replacement,2100.0,medium,World,2285,99.004,1.66,4275919830.047,149582323.155,280987200.96,20640412619.254,2.045,10554835243.094,538907415.389,512765148.418,51422467088.5
4661,100.0,1.66,replacement,2100.0,medium,World,2290,99.173,1.66,4144514952.242,144505681.138,272467552.559,20003988441.855,2.045,10580977510.066,538907140.659,513827116.266,51546980258.605
4662,100.0,1.66,replacement,2100.0,medium,World,2295,99.326,1.66,4016553080.82,139602486.795,264347211.203,19383937390.949,2.045,10606057534.458,538908011.291,515371283.908,51665059271.017
4663,100.0,1.66,replacement,2100.0,medium,World,2300,99.442,1.66,3891808356.412,134868812.246,256793013.705,18778525125.71,2.045,10629594261.841,538907388.843,517620683.664,51773427195.283
4664,100.0,1.66,replacement,2100.0,medium,World,2305,99.528,1.66,3769884154.953,130297840.849,249597315.106,18186582722.452,2.045,10650880967.021,538905392.511,520314922.788,51869786323.177
4665,100.0,1.66,replacement,2100.0,medium,World,2310,99.602,1.66,3650584680.697,125881616.217,242467956.399,17607834858.159,2.045,10669471436.743,538903465.625,522724484.319,51953752116.809
4666,100.0,1.66,replacement,2100.0,medium,World,2315,99.673,1.66,3533998340.514,121613380.82,235214178.33,17043167435.873,2.045,10685650418.049,538902166.705,524384368.213,52027915777.6
4667,100.0,1.66,replacement,2100.0,medium,World,2320,99.734,1.66,3420397543.005,117488483.456,228060134.3,16493338664.494,2.045,10700168216.54,538900793.071,525863835.746,52094502634.343
4668,100.0,1.66,replacement,2100.0,medium,World,2325,99.793,1.66,3309825892.161,113503503.15,220993929.803,15958569993.335,2.045,10713205173.865,538898640.147,527097271.408,52154540620.173
4669,100.0,1.66,replacement,2100.0,medium,World,2330,99.843,1.66,3202335465.508,109654768.96,214160979.566,15438559427.353,2.045,10725006542.604,538896044.453,528370504.359,52208109778.268
4670,100.0,1.66,replacement,2100.0,medium,World,2335,99.884,1.66,3097829254.902,105937616.899,207536140.371,14933215417.38,2.045,10735532082.698,538894028.148,529829523.922,52255395021.497
4671,100.0,1.66,replacement,2100.0,medium,World,2340,99.927,1.66,2996230731.43,102346764.004,200992939.558,14442232056.876,2.045,10744596586.924,538893107.256,530908794.541,52296419345.23
4672,100.0,1.66,replacement,2100.0,medium,World,2345,99.965,1.66,2897584555.875,98877187.501,194645474.481,13965520068.707,2.045,10752580899.639,538892678.403,531939591.396,52332190798.368
4673,100.0,1.66,replacement,2100.0,medium,World,2350,99.979,1.66,2801816268.895,95524670.008,188715054.57,13502169083.601,2.045,10759533986.646,538891627.568,533666892.623,52361094690.389
4674,100.0,1.66,replacement,2100.0,medium,World,2355,99.985,1.66,2708625884.333,92285671.394,182869387.797,13051629561.823,2.045,10764758721.592,538889449.625,535196806.009,52382223239.631
4675,100.0,1.66,replacement,2100.0,medium,World,2360,99.991,1.66,2618042167.93,89156814.597,177031274.179,12614205615.148,2.045,10768451365.208,538886707.682,536226581.645,52397282088.431
4676,100.0,1.66,replacement,2100.0,medium,World,2365,99.993,1.66,2530167708.348,86134495.871,171309331.841,12190087864.038,2.045,10771111491.246,538884436.693,537040727.988,52407939572.293
4677,100.0,1.66,replacement,2100.0,medium,World,2370,99.995,1.66,2444992872.377,83214886.073,165692388.825,11779231838.156,2.045,10772955199.95,538883159.659,537589202.188,52415348845.886
4678,100.0,1.66,replacement,2100.0,medium,World,2375,99.997,1.66,2362515369.626,80394205.242,160198756.366,11381570066.348,2.045,10774249157.422,538882472.529,537944609.593,52420637136.362
4679,100.0,1.66,replacement,2100.0,medium,World,2380,100.0,1.66,2282710818.501,77668972.636,154847087.933,10996912991.865,2.045,10775187020.358,538881509.347,538174796.267,52424541385.142
4680,100.0,1.66,replacement,2100.0,medium,World,2385,100.002,1.66,2205532703.205,75036040.995,149646732.09,10624994743.762,2.045,10775893733.437,538879756.529,538321357.506,52427551312.354
4681,100.0,1.66,replacement,2100.0,medium,World,2390,100.004,1.66,2130922012.11,72492449.128,144606690.427,10265489454.763,2.045,10776452132.461,538877445.737,538423170.722,52429957501.221
4682,100.0,1.66,replacement,2100.0,medium,World,2395,100.004,1.66,2058807770.812,70035258.981,139745685.761,9917998128.321,2.045,10776906407.476,538875243.432,538575467.186,52431748614.357
4683,100.0,1.66,replacement,2100.0,medium,World,2400,100.004,1.66,1989097344.033,67661505.804,135038668.174,9582114835.663,2.045,10777206183.723,538873616.922,538686757.922,52432890154.087
4684,100.0,1.66,replacement,2100.0,medium,World,2405,100.004,1.66,1921720181.662,65368263.035,130481859.807,9257497291.213,2.045,10777393042.723,538872475.068,538762934.905,52433577188.9
4685,100.0,1.66,replacement,2100.0,medium,World,2410,100.004,1.66,1856606584.89,63152733.52,126071884.96,8943805407.283,2.045,10777502582.887,538871342.386,538812725.21,52433962465.936
4686,100.0,1.66,replacement,2100.0,medium,World,2415,100.004,1.66,1793687433.45,61012285.4,121805729.062,8640700561.039,2.045,10777561200.063,538869823.622,538843954.488,52434152731.115
4687,100.0,1.66,replacement,2100.0,medium,World,2420,100.004,1.66,1732893989.788,58944419.618,117680587.551,8347845626.129,2.045,10777587069.197,538867914.616,538862535.598,52434219305.452
4688,100.0,1.66,replacement,2100.0,medium,World,2425,100.004,1.66,1674157821.855,56946713.58,113693494.56,8064905824.929,2.045,10777592448.215,538865929.446,538873120.883,52434209055.426
4689,100.0,1.66,replacement,2100.0,medium,World,2430,100.004,1.66,1617411040.874,55016790.126,109840905.439,7791550894.487,2.045,10777585256.778,538864180.263,538879390.58,52434150701.255
4690,100.0,1.66,replacement,2100.0,medium,World,2435,100.004,1.66,1562586925.561,53152325.507,106118614.654,7527458304.204,2.045,10777570046.461,538862724.422,538883669.662,52434059923.911
4691,100.0,1.66,replacement,2100.0,medium,World,2440,100.004,1.66,1509620636.414,51351075.115,102522096.282,7272315857.103,2.045,10777549101.221,538861372.317,538886743.971,52433945128.262
4692,100.0,1.66,replacement,2100.0,medium,World,2445,100.004,1.66,1458449615.247,49610888.727,99046965.908,7025822440.179,2.045,10777523729.568,538859893.402,538888400.558,52433812642.121
4693,100.0,1.66,replacement,2100.0,medium,World,2450,100.004,1.66,1409013538.067,47929704.78,95689222.322,6787687145.937,2.045,10777495222.412,538858209.394,538888392.247,52433669148.639
4694,100.0,1.66,replacement,2100.0,medium,World,2455,100.004,1.66,1361254020.524,46305533.401,92445173.912,6557627991.854,2.045,10777465039.559,538856421.523,538887081.154,52433520914.336
4695,100.0,1.66,replacement,2100.0,medium,World,2460,100.004,1.66,1315114380.013,44736443.719,89311216.26,6335371302.984,2.045,10777434379.928,538854688.47,538885337.154,52433371718.518
4696,100.0,1.66,replacement,2100.0,medium,World,2465,100.004,1.66,1270539607.472,43220562.274,86283686.464,6120651930.41,2.045,10777403731.244,538853088.057,538883928.686,52433222005.106
4697,100.0,1.66,replacement,2100.0,medium,World,2470,100.004,1.66,1227476483.282,41756077.988,83358889.123,5913213741.82,2.045,10777372890.615,538851576.573,538883023.473,52433070226.28
4698,100.0,1.66,replacement,2100.0,medium,World,2475,100.004,1.66,1185873672.148,40341245.357,80533224.978,5712809752.828,2.045,10777341443.716,538850053.409,538882220.885,52432915213.527
4699,100.0,1.66,replacement,2100.0,medium,World,2480,100.004,1.66,1145681692.526,38974381.98,77803292.79,5519201716.67,2.045,10777309276.24,538848453.129,538881018.842,52432757607.732
4700,100.0,1.66,replacement,2100.0,medium,World,2485,100.004,1.66,1106852781.715,37653862.823,75165893.685,5332159451.592,2.045,10777276710.527,538846785.883,538879267.396,52432599399.03
4701,100.0,1.66,replacement,2100.0,medium,World,2490,100.004,1.66,1069340750.854,36378115.752,72617963.285,5151460298.405,2.045,10777244229.014,538845108.921,538877245.537,52432442316.54
4702,100.0,1.66,replacement,2100.0,medium,World,2495,100.004,1.66,1033100903.321,35145620.317,70156504.206,4976888882.558,2.045,10777212092.397,538843470.483,538875370.463,52432286622.028
4703,100.0,1.66,replacement,2100.0,medium,World,2500,100.004,1.66,998090019.432,33954908.181,67778568.201,4808237073.362,2.045,10777180192.417,538841876.883,538873846.392,52432131252.476
4704,100.0,1.66,replacement,2100.0,medium,World,2505,100.004,1.66,964266359.412,32804562.5,65481283.257,4645303922.251,2.045,10777148222.908,538840300.667,538872549.746,52431974974.317
4705,100.0,1.66,replacement,2100.0,medium,World,2510,100.004,1.66,931589638.655,31693215.328,63261887.851,4487895452.63,2.045,10777115973.83,538838710.872,538871196.943,52431817440.403
4706,100.0,1.66,replacement,2100.0,medium,World,2515,100.004,1.66,900020966.132,30619544.327,61117741.435,4335824332.321,2.045,10777083487.759,538837095.827,538869603.453,52431659322.527
4707,100.0,1.66,replacement,2100.0,medium,World,2520,100.004,1.66,869522769.025,29582270.589,59046308.852,4188909542.941,2.045,10777050980.134,538835464.493,538867809.066,52431501596.253
4708,100.0,1.66,replacement,2100.0,medium,World,2525,100.004,1.66,840058730.762,28580158.054,57045137.346,4046976129.676,2.045,10777018635.561,538833833.184,538865999.046,52431344720.764
4709,100.0,1.66,replacement,2100.0,medium,World,2530,100.004,1.66,811593751.47,27612013.438,55111844.16,3909855031.325,2.045,10776986469.698,538832212.569,538864328.403,52431188390.106
4710,100.0,1.66,replacement,2100.0,medium,World,2535,100.004,1.66,784093920.748,26676685.288,53244118.232,3777382935.815,2.045,10776954353.864,538830603.562,538862809.209,52431031936.352
4711,100.0,1.66,replacement,2100.0,medium,World,2540,100.004,1.66,757526487.804,25773061.818,51439727.257,3649402112.288,2.045,10776922148.217,538829000.687,538861334.588,52430874930.097
4712,100.0,1.66,replacement,2100.0,medium,World,2545,100.004,1.66,731859822.365,24900068.357,49696520.421,3525760211.525,2.045,10776889814.315,538827397.179,538859788.701,52430717464.781
4713,100.0,1.66,replacement,2100.0,medium,World,2550,100.004,1.66,707063370.301,24056665.554,48012424.297,3406310058.059,2.045,10776857422.793,538825788.243,538858137.106,52430559972.017
4714,100.0,1.66,replacement,2100.0,medium,World,2555,100.004,1.66,683107611.559,23241848.691,46385435.986,3290909458.853,2.045,10776825073.929,538824172.439,538856432.925,52430402815.913
4715,100.0,1.66,replacement,2100.0,medium,World,2560,100.004,1.66,659964024.263,22454647.498,44813618.349,3179421035.077,2.045,10776792813.443,538822552.017,538854755.204,52430246030.241
4716,100.0,1.66,replacement,2100.0,medium,World,2565,100.004,1.66,637605053.412,21694125.556,43295098.539,3071712067.603,2.045,10776760610.256,538820931.956,538853143.56,52430089367.949
4717,100.0,1.66,replacement,2100.0,medium,World,2570,100.004,1.66,616004080.429,20959378.884,41828067.646,2967654345.042,2.045,10776728398.652,538819317.21,538851579.222,52429932552.513
4718,100.0,1.66,replacement,2100.0,medium,World,2575,100.004,1.66,595135391.666,20249534.068,40410779.13,2867124011.143,2.045,10776696136.64,538817709.336,538850014.16,52429775492.577
4719,100.0,1.66,replacement,2100.0,medium,World,2580,100.004,1.66,574974146.605,19563746.668,39041545.802,2770001415.084,2.045,10776663831.816,538816105.059,538848413.609,52429618306.8
4720,100.0,1.66,replacement,2100.0,medium,World,2585,100.004,1.66,555496347.471,18901200.292,37718736.865,2676170968.217,2.045,10776631523.266,538814498.469,538846777.204,52429461186.432
4721,100.0,1.66,replacement,2100.0,medium,World,2590,100.004,1.66,536678810.897,18261106.184,36440776.208,2585521006.827,2.045,10776599244.531,538812885.493,538845129.669,52429304237.63
4722,100.0,1.66,replacement,2100.0,medium,World,2595,100.004,1.66,518499140.873,17642702.786,35206141.639,2497943658.382,2.045,10776567000.355,538811267.113,538843496.673,52429147424.632
4723,100.0,1.66,replacement,2100.0,medium,World,2600,100.004,1.66,500935702.02,17045254.885,34013363.809,2413334710.399,2.045,10776534770.794,538809648.541,538841887.166,52428990629.816
4724,100.0,1.66,replacement,2100.0,medium,World,2605,100.004,1.66,483967593.095,16468052.385,32861024.01,2331593483.881,2.045,10776502532.169,538808035.0,538840292.246,52428833757.57
4725,100.0,1.66,replacement,2100.0,medium,World,2610,100.004,1.66,467574621.47,15910409.047,31747751.308,2252622713.672,2.045,10776470274.923,538806427.582,538838696.042,52428676796.606
4726,100.0,1.66,replacement,2100.0,medium,World,2615,100.004,1.66,451737279.209,15371661.528,30672220.141,2176328435.599,2.045,10776438006.463,538804822.61,538837087.711,52428519807.51
4727,100.0,1.66,replacement,2100.0,medium,World,2620,100.004,1.66,436436720.596,14851168.79,29633149.07,2102619877.565,2.045,10776405741.362,538803214.853,538835466.734,52428362863.548
4728,100.0,1.66,replacement,2100.0,medium,World,2625,100.004,1.66,421654740.316,14348311.643,28629300.314,2031409351.652,2.045,10776373489.481,538801601.769,538833840.527,52428205997.444
4729,100.0,1.66,replacement,2100.0,medium,World,2630,100.004,1.66,407373751.645,13862492.171,27659479.08,1962612146.797,2.045,10776341250.723,538799985.286,538832218.16,52428049188.605
4730,100.0,1.66,replacement,2100.0,medium,World,2635,100.004,1.66,393576764.736,13393132.938,26722532.024,1896146424.336,2.045,10776309017.848,538798369.875,538830604.696,52427892389.081
4731,100.0,1.66,replacement,2100.0,medium,World,2640,100.004,1.66,380247365.65,12939676.09,25817345.032,1831933119.159,2.045,10776276783.028,538796758.793,538828998.945,52427735561.577
4732,100.0,1.66,replacement,2100.0,medium,World,2645,100.004,1.66,367369696.708,12501582.529,24942841.104,1769895847.185,2.045,10776244542.876,538795151.659,538827395.125,52427578701.939
4733,100.0,1.66,replacement,2100.0,medium,World,2650,100.004,1.66,354928438.133,12078331.288,24097978.978,1709960817.311,2.045,10776212299.41,538793545.153,538825786.976,52427421835.221
4734,100.0,1.66,replacement,2100.0,medium,World,2655,100.004,1.66,342908790.443,11669419.034,23281752.477,1652056745.143,2.045,10776180057.587,538791935.949,538824171.81,52427264993.565
4735,100.0,1.66,replacement,2100.0,medium,World,2660,100.004,1.66,331296457.001,11274359.601,22493189.995,1596114767.171,2.045,10776147821.727,538790323.301,538822552.003,52427108193.644
4736,100.0,1.66,replacement,2100.0,medium,World,2665,100.004,1.66,320077626.607,10892683.435,21731353.569,1542068356.286,2.045,10776115593.025,538788709.299,538820933.018,52426951428.16
4737,100.0,1.66,replacement,2100.0,medium,World,2670,100.004,1.66,309238956.473,10523936.962,20995337.408,1489853240.6,2.045,10776083369.305,538787096.879,538819319.374,52426794674.5
4738,100.0,1.66,replacement,2100.0,medium,World,2675,100.004,1.66,298767556.027,10167681.955,20284266.265,1439407326.86,2.045,10776051146.811,538785487.444,538817711.466,52426637912.293
4739,100.0,1.66,replacement,2100.0,medium,World,2680,100.004,1.66,288650971.717,9823494.972,19597294.102,1390670628.025,2.045,10776018922.789,538783879.988,538816105.556,52426481137.025
4740,100.0,1.66,replacement,2100.0,medium,World,2685,100.004,1.66,278877172.586,9490966.878,18933603.241,1343585193.416,2.045,10775986697.221,538782272.212,538814496.821,52426324361.066
4741,100.0,1.66,replacement,2100.0,medium,World,2690,100.004,1.66,269434536.224,9169702.429,18292403.787,1298095040.054,2.045,10775954472.612,538780662.482,538812883.033,52426167602.9
4742,100.0,1.66,replacement,2100.0,medium,World,2695,100.004,1.66,260311834.866,8859319.835,17672932.978,1254146084.981,2.045,10775922252.062,538779050.982,538811266.029,52426010873.342
4743,100.0,1.66,replacement,2100.0,medium,World,2700,100.004,1.66,251498221.723,8559450.298,17074454.242,1211686079.444,2.045,10775890037.015,538777439.299,538809649.97,52425854168.765
4744,100.0,1.66,replacement,2100.0,medium,World,2705,100.004,1.66,242983217.779,8269737.531,16496256.059,1170664545.976,2.045,10775857826.344,538775828.992,538808037.969,52425697475.415
4745,100.0,1.66,replacement,2100.0,medium,World,2710,100.004,1.66,234756699.251,7989837.306,15937650.861,1131032718.639,2.045,10775825617.366,538774220.405,538806429.823,52425540780.547
4746,100.0,1.66,replacement,2100.0,medium,World,2715,100.004,1.66,226808885.696,7719417.041,15397974.166,1092743485.867,2.045,10775793407.949,538772612.602,538804822.504,52425384081.56
4747,100.0,1.66,replacement,2100.0,medium,World,2720,100.004,1.66,219130328.572,7458155.42,14876583.938,1055751334.976,2.045,10775761198.047,538771004.284,538803212.776,52425227386.683
4748,100.0,1.66,replacement,2100.0,medium,World,2725,100.004,1.66,211711900.053,7205742.036,14372860.017,1020012297.841,2.045,10775728989.556,538769394.841,538801599.693,52425070707.621
4749,100.0,1.66,replacement,2100.0,medium,World,2730,100.004,1.66,204544782.072,6961877.029,13886203.456,985483897.876,2.045,10775696784.703,538767784.697,538799985.059,52424914050.513
4750,100.0,1.66,replacement,2100.0,medium,World,2735,100.004,1.66,197620455.645,6726270.72,13416035.734,952125098.843,2.045,10775664584.341,538766174.814,538798371.715,52424757412.096
4751,100.0,1.66,replacement,2100.0,medium,World,2740,100.004,1.66,190930690.631,6498643.247,12961797.932,919896255.832,2.045,10775632387.44,538764565.865,538796761.237,52424600783.324
4752,100.0,1.66,replacement,2100.0,medium,World,2745,100.004,1.66,184467535.946,6278724.228,12522949.981,888759068.365,2.045,10775600192.068,538762957.78,538795152.892,52424444156.82
4753,100.0,1.66,replacement,2100.0,medium,World,2750,100.004,1.66,178223310.194,6066252.44,12098970.041,858676535.202,2.045,10775567996.956,538761349.93,538793544.503,52424287532.13
4754,100.0,1.66,replacement,2100.0,medium,World,2755,100.004,1.66,172190592.594,5860975.52,11689353.967,829612910.435,2.045,10775535802.382,538759741.703,538791934.307,52424130915.124
4755,100.0,1.66,replacement,2100.0,medium,World,2760,100.004,1.66,166362214.146,5662649.665,11293614.78,801533660.751,2.045,10775503609.779,538758132.966,538790322.244,52423974312.754
4756,100.0,1.66,replacement,2100.0,medium,World,2765,100.004,1.66,160731249.031,5471039.347,10911282.093,774405423.982,2.045,10775471420.501,538756524.072,538788709.762,52423817727.737
4757,100.0,1.66,replacement,2100.0,medium,World,2770,100.004,1.66,155291006.286,5285917.026,10541901.496,748195969.168,2.045,10775439234.812,538754915.503,538787098.493,52423661157.137
4758,100.0,1.66,replacement,2100.0,medium,World,2775,100.004,1.66,150035021.816,5107062.871,10185033.965,722874158.193,2.045,10775407051.822,538753307.483,538785488.984,52423504595.374
