figure,life_exp_max,tfr_scenario,converge_speed,start_converge_t,year,life_exp,fertility,fertility_t,population,births,deaths,years_lived,population_t,births_t,deaths_t,years_lived_t,location,age,life_years
main,100.0,1.0,medium,,2025,74.797,2.218,,8191992061.0,677468194.676,324652312.453,40132938398.319,,,,,World,all,
main,100.0,1.0,medium,,2030,75.437,2.192,,8544807943.222,684327704.979,352456631.104,41834011561.746,,,,,World,all,
main,100.0,1.0,medium,,2035,76.037,2.164,,8876679017.098,690189622.686,383101655.03,43422842614.339,,,,,World,all,
main,100.0,1.0,medium,,2040,76.607,2.136,,9183766984.753,691707858.463,414412859.153,44885367771.536,,,,,World,all,
main,100.0,1.0,medium,,2045,77.151,2.108,,9461061984.063,684907971.711,444728185.528,46201079147.785,,,,,World,all,
main,100.0,1.0,medium,,2050,77.67,2.073,,9701241770.246,671685136.715,473284428.43,47335465810.323,,,,,World,all,
main,100.0,1.0,medium,,2055,78.166,2.036,,9899642478.531,659055470.763,499780770.645,48265634525.73,,,,,World,all,
main,100.0,1.0,medium,,2060,78.646,2.003,,10058917178.649,650284751.742,523237749.982,49007218933.618,,,,,World,all,
main,100.0,1.0,medium,,2065,79.116,1.973,,10185964180.41,642710834.157,543728472.773,49595470894.936,,,,,World,all,
main,100.0,1.0,medium,,2070,79.586,1.947,,10284946541.794,633247006.153,562380669.638,50048222029.996,,,,,World,all,
main,100.0,1.0,medium,,2075,80.056,1.922,,10355812878.309,620614683.326,579189002.132,50364359628.611,,,,,World,all,
main,100.0,1.0,medium,,2080,80.527,1.897,,10397238559.504,605949226.949,592225581.803,50541423295.286,,,,,World,all,
main,100.0,1.0,medium,,2085,80.998,1.876,,10410962204.65,590966411.346,599913202.053,50594096998.846,,,,,World,all,
main,100.0,1.0,medium,,2090,81.478,1.856,,10402015413.943,576565187.505,605403974.639,50540582363.195,,,,,World,all,
main,100.0,1.0,medium,,2095,81.966,1.838,,10373176626.808,563277110.281,611928723.761,50384620068.059,,,,,World,all,
main,100.0,1.0,medium,,2100,82.47,1.822,,10324525013.328,549793720.652,618385759.937,50128909091.551,,,,,World,all,
main,100.0,1.0,medium,,2105,82.949,1.771,,10255932974.044,525015564.268,619118618.946,49780297579.324,,,,,World,all,
main,100.0,1.0,medium,,2110,83.43,1.721,,10161829919.366,499847726.682,616538709.896,49312589756.096,,,,,World,all,
main,100.0,1.0,medium,,2115,83.924,1.671,,10045138936.152,474924864.978,610876023.339,48740617556.719,,,,,World,all,
main,100.0,1.0,medium,,2120,84.434,1.623,,9909187777.79,450680691.139,605775313.824,48070885999.895,,,,,World,all,
main,100.0,1.0,medium,,2125,84.956,1.577,,9754093155.106,426737860.993,603837666.94,47295563445.859,,,,,World,all,
main,100.0,1.0,medium,,2130,85.487,1.532,,9576993349.158,402067292.606,601586407.005,46411509542.319,,,,,World,all,
main,100.0,1.0,medium,,2135,86.025,1.488,,9377474234.759,376098784.624,597859351.527,45419200142.037,,,,,World,all,
main,100.0,1.0,medium,,2140,86.568,1.445,,9155713667.856,349464765.615,591677283.507,44321847049.047,,,,,World,all,
main,100.0,1.0,medium,,2145,87.116,1.403,,8913501149.965,323310531.978,582763530.471,43129337448.854,,,,,World,all,
main,100.0,1.0,medium,,2150,87.672,1.363,,8654048151.472,298258185.003,571854443.413,41855649947.89,,,,,World,all,
main,100.0,1.0,medium,,2155,88.234,1.324,,8380451893.063,274257162.764,560708406.908,40511682772.025,,,,,World,all,
main,100.0,1.0,medium,,2160,88.803,1.286,,8094000648.919,251041366.754,550137341.673,39102015432.234,,,,,World,all,
main,100.0,1.0,medium,,2165,89.379,1.249,,7794904674.0,228516189.866,539198217.1,37630452495.298,,,,,World,all,
main,100.0,1.0,medium,,2170,89.945,1.214,,7484222646.766,207012139.677,528820535.781,36100461342.638,,,,,World,all,
main,100.0,1.0,medium,,2175,90.516,1.18,,7162414250.662,186642413.305,517067442.327,34517779980.803,,,,,World,all,
main,100.0,1.0,medium,,2180,91.084,1.148,,6831989221.64,167608117.873,504755084.69,32893911418.32,,,,,World,all,
main,100.0,1.0,medium,,2185,91.649,1.117,,6494842254.823,150006106.301,492288238.197,31236822387.381,,,,,World,all,
main,100.0,1.0,medium,,2190,92.205,1.091,,6152560122.928,134197364.919,479863523.19,29553963242.011,,,,,World,all,
main,100.0,1.0,medium,,2195,92.75,1.069,,5806893964.657,119808477.997,466789735.42,27855812786.198,,,,,World,all,
main,100.0,1.0,medium,,2200,93.285,1.048,,5459912707.235,106607319.509,451845718.163,26156134250.158,,,,,World,all,
main,100.0,1.0,medium,,2205,93.771,1.032,,5114674308.581,94776416.132,436323285.865,24467932389.079,,,,,World,all,
main,100.0,1.0,medium,,2210,94.239,1.019,,4773127438.848,84095960.84,418311492.551,22803165430.548,,,,,World,all,
main,100.0,1.0,medium,,2215,94.703,1.009,,4438911907.136,74636880.229,398852559.516,21179156804.183,,,,,World,all,
main,100.0,1.0,medium,,2220,95.134,1.003,,4114696227.849,66343336.263,379733439.475,19604601213.438,,,,,World,all,
main,100.0,1.0,medium,,2225,95.536,1.001,,3801306124.637,59113578.999,360262107.92,18084744916.472,,,,,World,all,
main,100.0,1.0,medium,,2230,95.902,1.0,,3500157595.717,52645241.176,340735761.469,16626578096.018,,,,,World,all,
main,100.0,1.0,medium,,2235,96.241,1.0,,3212067075.424,46842229.855,320488334.522,15235843906.75,,,,,World,all,
main,100.0,1.0,medium,,2240,96.569,1.0,,2938420970.757,41630267.649,299402037.023,13919610422.494,,,,,World,all,
main,100.0,1.0,medium,,2245,96.887,1.0,,2680649201.382,36984817.149,278327882.77,12682830142.235,,,,,World,all,
main,100.0,1.0,medium,,2250,97.188,1.0,,2439306135.761,32875629.615,257934847.288,11526516136.01,,,,,World,all,
main,100.0,1.0,medium,,2255,97.466,1.0,,2214246918.087,29249235.585,238486733.223,10449487396.887,,,,,World,all,
main,100.0,1.0,medium,,2260,97.728,1.0,,2005009420.449,26035038.844,219714653.898,9450079602.043,,,,,World,all,
main,100.0,1.0,medium,,2265,97.978,1.0,,1811329805.396,23168793.064,201462521.532,8527453064.689,,,,,World,all,
main,100.0,1.0,medium,,2270,98.193,1.0,,1633036076.928,20605959.824,184214747.405,7679430503.611,,,,,World,all,
main,100.0,1.0,medium,,2275,98.396,1.0,,1469427289.346,18319178.204,167500229.325,6903866380.455,,,,,World,all,
main,100.0,1.0,medium,,2280,98.599,1.0,,1320246238.224,16286999.85,151579354.871,6198703863.766,,,,,World,all,
main,100.0,1.0,medium,,2285,98.805,1.0,,1184953883.203,14485688.723,136730827.019,5560424489.087,,,,,World,all,
main,100.0,1.0,medium,,2290,99.0,1.0,,1062708744.907,12888124.382,123211245.231,4984055885.112,,,,,World,all,
main,100.0,1.0,medium,,2295,99.179,1.0,,952385624.058,11467507.751,110917387.373,4464376167.788,,,,,World,all,
main,100.0,1.0,medium,,2300,99.316,1.0,,852935744.435,10201383.803,99883328.386,3995900860.503,,,,,World,all,
main,100.0,1.0,medium,,2305,99.417,1.0,,763253799.852,9072736.113,89830411.949,3573910515.425,,,,,World,all,
main,100.0,1.0,medium,,2310,99.503,1.0,,682496124.016,8068226.306,80648286.804,3194404477.487,,,,,World,all,
main,100.0,1.0,medium,,2315,99.588,1.0,,609916063.518,7175760.595,72283769.711,2853715028.1,,,,,World,all,
main,100.0,1.0,medium,,2320,99.661,1.0,,544808054.402,6383254.268,64754809.27,2548247966.826,,,,,World,all,
main,100.0,1.0,medium,,2325,99.733,1.0,,486436499.4,5678906.917,57978770.638,2274526073.676,,,,,World,all,
main,100.0,1.0,medium,,2330,99.794,1.0,,434136635.679,5052103.582,51917998.138,2029256957.275,,,,,World,all,
main,100.0,1.0,medium,,2335,99.847,1.0,,387270741.123,4493954.045,46415688.098,1809775336.017,,,,,World,all,
main,100.0,1.0,medium,,2340,99.902,1.0,,345349007.07,3997124.285,41454129.821,1613569377.541,,,,,World,all,
main,100.0,1.0,medium,,2345,99.952,1.0,,307892001.535,3555263.375,37018989.788,1438275253.489,,,,,World,all,
main,100.0,1.0,medium,,2350,99.971,1.0,,274428275.122,3162518.796,33098874.406,1281581801.925,,,,,World,all,
main,100.0,1.0,medium,,2355,99.979,1.0,,244491919.512,2813394.045,29573785.453,1141491552.941,,,,,World,all,
main,100.0,1.0,medium,,2360,99.987,1.0,,217731528.103,2502866.159,26393752.561,1016363249.43,,,,,World,all,
main,100.0,1.0,medium,,2365,99.99,1.0,,193840641.701,2226529.131,23539812.976,904707086.395,,,,,World,all,
main,100.0,1.0,medium,,2370,99.993,1.0,,172527357.857,1980603.61,20976563.251,805152277.189,,,,,World,all,
main,100.0,1.0,medium,,2375,99.995,1.0,,153531398.216,1761815.178,18679149.608,716462775.5,,,,,World,all,
main,100.0,1.0,medium,,2380,99.998,1.0,,136614063.786,1567242.572,16627628.409,637496098.986,,,,,World,all,
main,100.0,1.0,medium,,2385,100.001,1.0,,121553677.95,1394225.137,14799697.929,567203550.966,,,,,World,all,
main,100.0,1.0,medium,,2390,100.005,1.0,,108148205.158,1240345.911,13172433.609,504636723.078,,,,,World,all,
main,100.0,1.0,medium,,2395,100.004,1.0,,96216117.46,1103448.818,11723814.595,448949169.023,,,,,World,all,
main,100.0,1.0,medium,,2400,100.004,1.0,,85595751.683,981642.011,10432497.149,399388927.434,,,,,World,all,
main,100.0,1.0,medium,,2405,100.004,1.0,,76144896.545,873269.98,9281586.516,355291161.693,,,,,World,all,
main,100.0,1.0,medium,,2410,100.004,1.0,,67736580.009,776868.507,8256741.129,316060273.841,,,,,World,all,
main,100.0,1.0,medium,,2415,100.005,1.0,,60256707.387,691125.709,7345007.056,281161305.617,,,,,World,all,
main,100.0,1.0,medium,,2420,100.005,1.0,,53602826.04,614861.008,6534212.73,250115384.639,,,,,World,all,
main,100.0,1.0,medium,,2425,100.005,1.0,,47683474.318,547017.951,5813024.386,222496276.735,,,,,World,all,
main,100.0,1.0,medium,,2430,100.005,1.0,,42417467.883,486659.689,5171265.012,197925937.022,,,,,World,all,
main,100.0,1.0,medium,,2435,100.005,1.0,,37732862.56,432959.412,4600081.432,176068897.968,,,,,World,all,
main,100.0,1.0,medium,,2440,100.005,1.0,,33565740.54,385185.753,4091817.212,156626574.815,,,,,World,all,
main,100.0,1.0,medium,,2445,100.005,1.0,,29859109.082,342687.771,3639719.212,139332560.847,,,,,World,all,
main,100.0,1.0,medium,,2450,100.005,1.0,,26562077.641,304883.57,3237685.025,123949182.961,,,,,World,all,
main,100.0,1.0,medium,,2455,100.005,1.0,,23629276.187,271253.215,2880158.237,110264860.172,,,,,World,all,
main,100.0,1.0,medium,,2460,100.005,1.0,,21020371.165,241333.909,2562137.274,98091654.627,,,,,World,all,
main,100.0,1.0,medium,,2465,100.005,1.0,,18699567.8,214715.163,2279198.864,87262727.396,,,,,World,all,
main,100.0,1.0,medium,,2470,100.005,1.0,,16635084.099,191033.08,2027467.96,77629801.59,,,,,World,all,
main,100.0,1.0,medium,,2475,100.005,1.0,,14798649.218,169964.344,1803534.664,69060886.04,,,,,World,all,
main,100.0,1.0,medium,,2480,100.005,1.0,,13165078.899,151220.931,1604361.387,61438403.915,,,,,World,all,
main,100.0,1.0,medium,,2485,100.005,1.0,,11711938.442,134546.01,1427218.607,54657678.483,,,,,World,all,
main,100.0,1.0,medium,,2490,100.005,1.0,,10419265.845,119710.828,1269656.189,48625624.786,,,,,World,all,
main,100.0,1.0,medium,,2495,100.005,1.0,,9269320.485,106512.018,1129492.011,43259525.527,,,,,World,all,
main,100.0,1.0,medium,,2500,100.005,1.0,,8246340.492,94768.957,1004796.645,38485862.959,,,,,World,all,
main,100.0,1.0,medium,,2505,100.005,1.0,,7336312.804,84321.155,893866.094,34239245.994,,,,,World,all,
main,100.0,1.0,medium,,2510,100.005,1.0,,6526767.864,75025.825,795188.485,30461475.093,,,,,World,all,
main,100.0,1.0,medium,,2515,100.005,1.0,,5806605.204,66755.823,707414.821,27100749.22,,,,,World,all,
main,100.0,1.0,medium,,2520,100.005,1.0,,5165946.206,59397.939,629339.013,24110983.408,,,,,World,all,
main,100.0,1.0,medium,,2525,100.005,1.0,,4596005.132,52851.448,559885.334,21451198.227,,,,,World,all,
main,100.0,1.0,medium,,2530,100.005,1.0,,4088971.246,47026.794,498098.187,19084959.122,,,,,World,all,
main,100.0,1.0,medium,,2535,100.005,1.0,,3637899.853,41844.359,443130.556,16979863.998,,,,,World,all,
main,100.0,1.0,medium,,2540,100.005,1.0,,3236613.656,37233.332,394230.95,15107086.089,,,,,World,all,
main,100.0,1.0,medium,,2545,100.005,1.0,,2879616.037,33130.7,350730.806,13440974.74,,,,,World,all,
main,100.0,1.0,medium,,2550,100.005,1.0,,2562015.931,29480.379,312034.134,11958707.861,,,,,World,all,
main,100.0,1.0,medium,,2555,100.005,1.0,,2279462.177,26232.462,277609.694,10639985.023,,,,,World,all,
main,100.0,1.0,medium,,2560,100.005,1.0,,2028084.944,23342.553,246984.77,9466751.774,,,,,World,all,
main,100.0,1.0,medium,,2565,100.005,1.0,,1804442.727,20771.17,219739.4,8422950.594,,,,,World,all,
main,100.0,1.0,medium,,2570,100.005,1.0,,1605474.497,18483.191,195500.616,7494297.602,,,,,World,all,
main,100.0,1.0,medium,,2575,100.005,1.0,,1428457.072,16447.372,173936.858,6668084.732,,,,,World,all,
main,100.0,1.0,medium,,2580,100.005,1.0,,1270967.585,14635.909,154753.015,5933005.599,,,,,World,all,
main,100.0,1.0,medium,,2585,100.005,1.0,,1130850.48,13024.063,137686.282,5279001.767,,,,,World,all,
main,100.0,1.0,medium,,2590,100.005,1.0,,1006188.261,11589.823,122502.733,4697125.929,,,,,World,all,
main,100.0,1.0,medium,,2595,100.005,1.0,,895275.35,10313.606,108994.327,4179419.407,,,,,World,all,
main,100.0,1.0,medium,,2600,100.005,1.0,,796594.629,9177.993,96976.134,3718802.524,,,,,World,all,
main,100.0,1.0,medium,,2605,100.005,1.0,,708796.488,8167.488,86283.742,3308976.979,,,,,World,all,
main,100.0,1.0,medium,,2610,100.005,1.0,,630680.234,7268.3,76770.896,2944339.33,,,,,World,all,
main,100.0,1.0,medium,,2615,100.005,1.0,,561177.638,6468.161,68307.436,2619904.384,,,,,World,all,
main,100.0,1.0,medium,,2620,100.005,1.0,,499338.363,5756.153,60777.523,2331237.183,,,,,World,all,
main,100.0,1.0,medium,,2625,100.005,1.0,,444316.993,5122.565,54078.093,2074392.394,,,,,World,all,
main,100.0,1.0,medium,,2630,100.005,1.0,,395361.464,4558.753,48117.488,1845860.22,,,,,World,all,
main,100.0,1.0,medium,,2635,100.005,1.0,,351802.73,4057.031,42814.191,1642518.202,,,,,World,all,
main,100.0,1.0,medium,,2640,100.005,1.0,,313045.57,3610.557,38095.699,1461588.362,,,,,World,all,
main,100.0,1.0,medium,,2645,100.005,1.0,,278560.428,3213.244,33897.502,1300599.165,,,,,World,all,
main,100.0,1.0,medium,,2650,100.005,1.0,,247876.17,2859.676,30162.201,1157351.736,,,,,World,all,
main,100.0,1.0,medium,,2655,100.005,1.0,,220573.644,2545.034,26838.725,1029889.81,,,,,World,all,
main,100.0,1.0,medium,,2660,100.005,1.0,,196279.953,2265.03,23881.638,916472.964,,,,,World,all,
main,100.0,1.0,medium,,2665,100.005,1.0,,174663.344,2015.849,21250.527,815552.785,,,,,World,all,
main,100.0,1.0,medium,,2670,100.005,1.0,,155428.666,1794.096,18909.443,725751.647,,,,,World,all,
main,100.0,1.0,medium,,2675,100.005,1.0,,138313.319,1596.75,16826.401,645843.86,,,,,World,all,
main,100.0,1.0,medium,,2680,100.005,1.0,,123083.667,1421.124,14972.948,574738.902,,,,,World,all,
main,100.0,1.0,medium,,2685,100.005,1.0,,109531.844,1264.826,13323.764,511466.517,,,,,World,all,
main,100.0,1.0,medium,,2690,100.005,1.0,,97472.906,1125.727,11856.323,455163.452,,,,,World,all,
main,100.0,1.0,medium,,2695,100.005,1.0,,86742.309,1001.934,10550.587,405061.649,,,,,World,all,
main,100.0,1.0,medium,,2700,100.005,1.0,,77193.657,891.762,9388.726,360477.742,,,,,World,all,
main,100.0,1.0,medium,,2705,100.005,1.0,,68696.693,793.711,8354.881,320803.706,,,,,World,all,
main,100.0,1.0,medium,,2710,100.005,1.0,,61135.523,706.447,7434.939,285498.547,,,,,World,all,
main,100.0,1.0,medium,,2715,100.005,1.0,,54407.032,628.783,6616.344,254080.912,,,,,World,all,
main,100.0,1.0,medium,,2720,100.005,1.0,,48419.47,559.662,5887.926,226122.507,,,,,World,all,
main,100.0,1.0,medium,,2725,100.005,1.0,,43091.206,498.143,5239.746,201242.252,,,,,World,all,
main,100.0,1.0,medium,,2730,100.005,1.0,,38349.603,443.391,4662.959,179101.071,,,,,World,all,
main,100.0,1.0,medium,,2735,100.005,1.0,,34130.035,394.66,4149.698,159397.256,,,,,World,all,
main,100.0,1.0,medium,,2740,100.005,1.0,,30374.997,351.287,3692.964,141862.352,,,,,World,all,
main,100.0,1.0,medium,,2745,100.005,1.0,,27033.32,312.684,3286.527,126257.485,,,,,World,all,
main,100.0,1.0,medium,,2750,100.005,1.0,,24059.478,278.326,2924.845,112370.105,,,,,World,all,
main,100.0,1.0,medium,,2755,100.005,1.0,,21412.958,247.745,2602.989,100011.081,,,,,World,all,
main,100.0,1.0,medium,,2760,100.005,1.0,,19057.715,220.526,2316.569,89012.121,,,,,World,all,
main,100.0,1.0,medium,,2765,100.005,1.0,,16961.672,196.3,2061.683,79223.473,,,,,World,all,
main,100.0,1.0,medium,,2770,100.005,1.0,,15096.289,174.736,1834.856,70511.884,,,,,World,all,
main,100.0,1.0,medium,,2775,100.005,1.0,,13436.168,155.542,1632.999,62758.779,,,,,World,all,
main,100.0,1.0,medium,,2780,100.005,1.0,,11958.712,138.459,1453.361,55858.643,,,,,World,all,
main,100.0,1.0,medium,,2785,100.005,1.0,,10643.809,123.252,1293.495,49717.584,,,,,World,all,
main,100.0,1.0,medium,,2790,100.005,1.0,,9473.566,109.717,1151.224,44252.051,,,,,World,all,
main,100.0,1.0,medium,,2795,100.005,1.0,,8432.059,97.669,1024.609,39387.694,,,,,World,all,
main,100.0,1.0,medium,,2800,100.005,1.0,,7505.119,86.944,911.928,35058.35,,,,,World,all,
main,100.0,1.0,medium,,2805,100.005,1.0,,6680.135,77.398,811.646,31205.143,,,,,World,all,
main,100.0,1.0,medium,,2810,100.005,1.0,,5945.888,68.901,722.397,27775.678,,,,,World,all,
main,100.0,1.0,medium,,2815,100.005,1.0,,5292.392,61.337,642.968,24723.33,,,,,World,all,
main,100.0,1.0,medium,,2820,100.005,1.0,,4710.76,54.604,572.278,22006.607,,,,,World,all,
main,100.0,1.0,medium,,2825,100.005,1.0,,4193.087,48.611,509.363,19588.583,,,,,World,all,
main,100.0,1.0,medium,,2830,100.005,1.0,,3732.334,43.276,453.37,17436.399,,,,,World,all,
main,100.0,1.0,medium,,2835,100.005,1.0,,3322.24,38.526,403.535,15520.811,,,,,World,all,
main,100.0,1.0,medium,,2840,100.005,1.0,,2957.232,34.298,359.181,13815.796,,,,,World,all,
main,100.0,1.0,medium,,2845,100.005,1.0,,2632.35,30.535,319.705,12298.191,,,,,World,all,
main,100.0,1.0,medium,,2850,100.005,1.0,,2343.18,27.185,284.57,10947.387,,,,,World,all,
main,100.0,1.0,medium,,2855,100.005,1.0,,2085.795,24.202,253.298,9745.039,,,,,World,all,
main,100.0,1.0,medium,,2860,100.005,1.0,,1856.698,21.547,225.465,8674.823,,,,,World,all,
main,100.0,1.0,medium,,2865,100.005,1.0,,1652.78,19.183,200.692,7722.209,,,,,World,all,
main,100.0,1.0,medium,,2870,100.005,1.0,,1471.271,17.079,178.643,6874.267,,,,,World,all,
main,100.0,1.0,medium,,2875,100.005,1.0,,1309.707,15.206,159.018,6119.49,,,,,World,all,
main,100.0,1.0,medium,,2880,100.005,1.0,,1165.896,13.538,141.549,5447.634,,,,,World,all,
main,100.0,1.0,medium,,2885,100.005,1.0,,1037.885,12.054,126.001,4849.586,,,,,World,all,
main,100.0,1.0,medium,,2890,100.005,1.0,,923.937,10.732,112.162,4317.232,,,,,World,all,
main,100.0,1.0,medium,,2895,100.005,1.0,,822.507,9.555,99.843,3843.351,,,,,World,all,
main,100.0,1.0,medium,,2900,100.005,1.0,,732.219,8.508,88.879,3421.517,,,,,World,all,
main,100.0,1.0,medium,,2905,100.005,1.0,,651.848,7.575,79.119,3046.01,,,,,World,all,
main,100.0,1.0,medium,,2910,100.005,1.0,,580.304,6.745,70.431,2711.74,,,,,World,all,
main,100.0,1.0,medium,,2915,100.005,1.0,,516.618,6.005,62.698,2414.175,,,,,World,all,
main,100.0,1.0,medium,,2920,100.005,1.0,,459.924,5.347,55.815,2149.283,,,,,World,all,
main,100.0,1.0,medium,,2925,100.005,1.0,,409.457,4.761,49.688,1913.473,,,,,World,all,
main,100.0,1.0,medium,,2930,100.005,1.0,,364.53,4.239,44.233,1703.552,,,,,World,all,
main,100.0,1.0,medium,,2935,100.005,1.0,,324.536,3.775,39.378,1516.674,,,,,World,all,
main,100.0,1.0,medium,,2940,100.005,1.0,,288.933,3.361,35.056,1350.31,,,,,World,all,
main,100.0,1.0,medium,,2945,100.005,1.0,,257.237,2.993,31.209,1202.205,,,,,World,all,
main,100.0,1.0,medium,,2950,100.005,1.0,,229.021,2.665,27.784,1070.355,,,,,World,all,
main,100.0,1.0,medium,,2955,100.005,1.0,,203.902,2.373,24.736,952.975,,,,,World,all,
main,100.0,1.0,medium,,2960,100.005,1.0,,181.54,2.113,22.022,848.475,,,,,World,all,
main,100.0,1.0,medium,,2965,100.005,1.0,,161.632,1.882,19.606,755.441,,,,,World,all,
main,100.0,1.0,medium,,2970,100.005,1.0,,143.908,1.676,17.455,672.615,,,,,World,all,
main,100.0,1.0,medium,,2975,100.005,1.0,,128.129,1.492,15.54,598.876,,,,,World,all,
main,100.0,1.0,medium,,2980,100.005,1.0,,114.081,1.329,13.835,533.226,,,,,World,all,
main,100.0,1.0,medium,,2985,100.005,1.0,,101.575,1.183,12.318,474.777,,,,,World,all,
main,100.0,1.0,medium,,2990,100.005,1.0,,90.44,1.054,10.967,422.739,,,,,World,all,
main,100.0,1.0,medium,,2995,100.005,1.0,,80.527,0.938,9.764,376.409,,,,,World,all,
main,100.0,1.0,medium,,3000,100.005,1.0,,71.701,0.836,8.694,335.159,,,,,World,all,
main,100.0,1.0,very fast,,2025,74.797,2.218,,8191992061.0,677468194.676,324652312.453,40132938398.319,,,,,World,all,
main,100.0,1.0,very fast,,2025,74.797,2.218,,8191992061.0,677468194.676,324652312.453,40132938398.319,,,,,World,all,
main,100.0,1.0,very fast,,2030,75.437,2.192,,8544807943.222,684327704.979,352456631.104,41834011561.746,,,,,World,all,
main,100.0,1.0,very fast,,2030,75.437,2.192,,8544807943.222,684327704.979,352456631.104,41834011561.746,,,,,World,all,
main,100.0,1.0,very fast,,2035,76.037,2.164,,8876679017.098,690189622.686,383101655.03,43422842614.339,,,,,World,all,
main,100.0,1.0,very fast,,2035,76.037,2.164,,8876679017.098,690189622.686,383101655.03,43422842614.339,,,,,World,all,
main,100.0,1.0,very fast,,2040,76.607,2.136,,9183766984.753,691707858.463,414412859.153,44885367771.536,,,,,World,all,
main,100.0,1.0,very fast,,2040,76.607,2.136,,9183766984.753,691707858.463,414412859.153,44885367771.536,,,,,World,all,
main,100.0,1.0,very fast,,2045,77.151,2.108,,9461061984.063,684907971.711,444728185.528,46201079147.785,,,,,World,all,
main,100.0,1.0,very fast,,2045,77.151,2.108,,9461061984.063,684907971.711,444728185.528,46201079147.785,,,,,World,all,
main,100.0,1.0,very fast,,2050,77.67,2.073,,9701241770.246,671685136.715,473284428.43,47335465810.323,,,,,World,all,
main,100.0,1.0,very fast,,2050,77.67,2.073,,9701241770.246,671685136.715,473284428.43,47335465810.323,,,,,World,all,
main,100.0,1.0,very fast,,2055,78.166,2.036,,9899642478.531,659055470.763,499780770.645,48265634525.73,,,,,World,all,
main,100.0,1.0,very fast,,2055,78.166,2.036,,9899642478.531,659055470.763,499780770.645,48265634525.73,,,,,World,all,
main,100.0,1.0,very fast,,2060,78.646,2.003,,10058917178.649,650284751.742,523237749.982,49007218933.618,,,,,World,all,
main,100.0,1.0,very fast,,2060,78.646,2.003,,10058917178.649,650284751.742,523237749.982,49007218933.618,,,,,World,all,
main,100.0,1.0,very fast,,2065,79.116,1.973,,10185964180.41,642710834.157,543728472.773,49595470894.936,,,,,World,all,
main,100.0,1.0,very fast,,2065,79.116,1.973,,10185964180.41,642710834.157,543728472.773,49595470894.936,,,,,World,all,
main,100.0,1.0,very fast,,2070,79.586,1.947,,10284946541.794,633247006.153,562380669.638,50048222029.996,,,,,World,all,
main,100.0,1.0,very fast,,2070,79.586,1.947,,10284946541.794,633247006.153,562380669.638,50048222029.996,,,,,World,all,
main,100.0,1.0,very fast,,2075,80.056,1.922,,10355812878.309,620614683.326,579189002.132,50364359628.611,,,,,World,all,
main,100.0,1.0,very fast,,2075,80.056,1.922,,10355812878.309,620614683.326,579189002.132,50364359628.611,,,,,World,all,
main,100.0,1.0,very fast,,2080,80.527,1.897,,10397238559.504,605949226.949,592225581.803,50541423295.286,,,,,World,all,
main,100.0,1.0,very fast,,2080,80.527,1.897,,10397238559.504,605949226.949,592225581.803,50541423295.286,,,,,World,all,
main,100.0,1.0,very fast,,2085,80.998,1.876,,10410962204.65,590966411.346,599913202.053,50594096998.846,,,,,World,all,
main,100.0,1.0,very fast,,2085,80.998,1.876,,10410962204.65,590966411.346,599913202.053,50594096998.846,,,,,World,all,
main,100.0,1.0,very fast,,2090,81.478,1.856,,10402015413.943,576565187.505,605403974.639,50540582363.195,,,,,World,all,
main,100.0,1.0,very fast,,2090,81.478,1.856,,10402015413.943,576565187.505,605403974.639,50540582363.195,,,,,World,all,
main,100.0,1.0,very fast,,2095,81.966,1.838,,10373176626.808,563277110.281,611928723.761,50384620068.059,,,,,World,all,
main,100.0,1.0,very fast,,2095,81.966,1.838,,10373176626.808,563277110.281,611928723.761,50384620068.059,,,,,World,all,
main,100.0,1.0,very fast,,2100,82.47,1.822,,10324525013.328,549793720.652,618385759.937,50128909091.551,,,,,World,all,
main,100.0,1.0,very fast,,2100,82.47,1.822,,10324525013.328,549793720.652,618385759.937,50128909091.551,,,,,World,all,
main,100.0,1.0,very fast,,2105,82.949,1.734,,10255932974.044,514190501.088,619011164.438,49780749271.065,,,,,World,all,
main,100.0,1.0,very fast,,2105,82.949,1.734,,10255932974.044,514190501.088,619011164.438,49780749271.065,,,,,World,all,
main,100.0,1.0,very fast,,2110,83.432,1.65,,10151112310.693,479447946.998,616317960.894,49259928554.365,,,,,World,all,
main,100.0,1.0,very fast,,2110,83.432,1.65,,10151112310.693,479447946.998,616317960.894,49259928554.365,,,,,World,all,
main,100.0,1.0,very fast,,2115,83.929,1.57,,10014242296.798,446147762.54,610557516.276,48587454322.36,,,,,World,all,
main,100.0,1.0,very fast,,2115,83.929,1.57,,10014242296.798,446147762.54,610557516.276,48587454322.36,,,,,World,all,
main,100.0,1.0,very fast,,2120,84.442,1.494,,9849832543.062,414484121.296,605372084.052,47775748745.699,,,,,World,all,
main,100.0,1.0,very fast,,2120,84.442,1.494,,9849832543.062,414484121.296,605372084.052,47775748745.699,,,,,World,all,
main,100.0,1.0,very fast,,2125,84.969,1.421,,9658944580.306,383465747.659,603348995.01,46821746970.65,,,,,World,all,
main,100.0,1.0,very fast,,2125,84.969,1.421,,9658944580.306,383465747.659,603348995.01,46821746970.65,,,,,World,all,
main,100.0,1.0,very fast,,2130,85.505,1.352,,9439061332.955,351418238.309,601005521.546,45724063769.713,,,,,World,all,
main,100.0,1.0,very fast,,2130,85.505,1.352,,9439061332.955,351418238.309,601005521.546,45724063769.713,,,,,World,all,
