figure,life_exp_max,tfr_scenario,converge_speed,start_converge_t,year,life_exp,fertility,fertility_t,population,births,deaths,years_lived,population_t,births_t,deaths_t,years_lived_t,location,age,life_years
main,100.0,2.2,very slow,,2610,100.004,2.2,,26343014897.908,1494571374.901,1171430418.301,128503835608.401,,,,,World,all,
main,100.0,2.2,very slow,,2615,100.004,2.2,,26666155854.508,1512906183.485,1185799316.085,130080103160.812,,,,,World,all,
main,100.0,2.2,very slow,,2620,100.004,2.2,,26993262721.907,1531465993.508,1200344147.01,131675716749.882,,,,,World,all,
main,100.0,2.2,very slow,,2625,100.004,2.2,,27324384568.406,1550253656.577,1215067217.92,133290915341.153,,,,,World,all,
main,100.0,2.2,very slow,,2630,100.004,2.2,,27659571007.062,1569272020.686,1229971062.323,134925940091.516,,,,,World,all,
main,100.0,2.2,very slow,,2635,100.004,2.2,,27998871965.425,1588523896.054,1245058119.964,136581034011.603,,,,,World,all,
main,100.0,2.2,very slow,,2640,100.004,2.2,,28342337741.515,1608012087.159,1260330578.528,138256442605.113,,,,,World,all,
main,100.0,2.2,very slow,,2645,100.004,2.2,,28690019250.146,1627739452.676,1275790477.13,139952414797.052,,,,,World,all,
main,100.0,2.2,very slow,,2650,100.004,2.2,,29041968225.691,1647708938.98,1291439935.395,141669203362.246,,,,,World,all,
main,100.0,2.2,very slow,,2655,100.004,2.2,,29398237229.277,1667923564.738,1307281294.487,143407064633.113,,,,,World,all,
main,100.0,2.2,very slow,,2660,100.004,2.2,,29758879499.528,1688386378.567,1323317070.821,145166257902.401,,,,,World,all,
main,100.0,2.2,very slow,,2665,100.004,2.2,,30123948807.274,1709100429.869,1339549797.488,146947045104.391,,,,,World,all,
main,100.0,2.2,very slow,,2670,100.004,2.2,,30493499439.654,1730068774.731,1355981906.817,148749691012.162,,,,,World,all,
main,100.0,2.2,very slow,,2675,100.004,2.2,,30867586307.568,1751294505.996,1372615743.596,150574463716.327,,,,,World,all,
main,100.0,2.2,very slow,,2680,100.004,2.2,,31246265069.968,1772780778.895,1389453672.956,152421634966.643,,,,,World,all,
main,100.0,2.2,very slow,,2685,100.004,2.2,,31629592175.907,1794530812.563,1406498175.496,154291480155.962,,,,,World,all,
main,100.0,2.2,very slow,,2690,100.004,2.2,,32017624812.974,1816547871.078,1423751853.65,156184278066.036,,,,,World,all,
main,100.0,2.2,very slow,,2695,100.004,2.2,,32410420830.403,1838835243.568,1441217361.458,158100310667.555,,,,,World,all,
main,100.0,2.2,very slow,,2700,100.004,2.2,,32808038712.513,1861396240.026,1458897330.989,160039863163.245,,,,,World,all,
main,100.0,2.2,very slow,,2705,100.004,2.2,,33210537621.55,1884234203.629,1476794357.299,162003224224.091,,,,,World,all,
main,100.0,2.2,very slow,,2710,100.004,2.2,,33617977467.88,1907352526.943,1494911043.477,163990686219.356,,,,,World,all,
main,100.0,2.2,very slow,,2715,100.004,2.2,,34030418951.346,1930754658.691,1513250057.333,166002545286.684,,,,,World,all,
main,100.0,2.2,very slow,,2720,100.004,2.2,,34447923552.704,1954444097.918,1531814150.981,168039101252.475,,,,,World,all,
main,100.0,2.2,very slow,,2725,100.004,2.2,,34870553499.641,1978424383.054,1550606134.513,170100657535.361,,,,,World,all,
main,100.0,2.2,very slow,,2730,100.004,2.2,,35298371748.181,2002699085.959,1569628834.58,172187521153.743,,,,,World,all,
main,100.0,2.2,very slow,,2735,100.004,2.2,,35731441999.56,2027271815.101,1588885075.203,174300002848.426,,,,,World,all,
main,100.0,2.2,very slow,,2740,100.004,2.2,,36169828739.459,2052146223.96,1608377692.78,176438417234.058,,,,,World,all,
main,100.0,2.2,very slow,,2745,100.004,2.2,,36613597270.639,2077326017.419,1628109566.809,178603082886.506,,,,,World,all,
main,100.0,2.2,very slow,,2750,100.004,2.2,,37062813721.249,2102814951.985,1648083638.495,180794322345.065,,,,,World,all,
main,100.0,2.2,very slow,,2755,100.004,2.2,,37517545034.738,2128616831.358,1668302904.645,183012462083.662,,,,,World,all,
main,100.0,2.2,very slow,,2760,100.004,2.2,,37977858961.452,2154735502.198,1688770396.868,185257832520.972,,,,,World,all,
main,100.0,2.2,very slow,,2765,100.004,2.2,,38443824066.781,2181174853.784,1709489166.219,187530768094.188,,,,,World,all,
main,100.0,2.2,very slow,,2770,100.004,2.2,,38915509754.346,2207938821.444,1730462285.104,189831607364.311,,,,,World,all,
main,100.0,2.2,very slow,,2775,100.004,2.2,,39392986290.686,2235031390.768,1751692862.0,192160693101.414,,,,,World,all,
main,100.0,2.2,very slow,,2780,100.004,2.2,,39876324819.455,2262456599.643,1773184054.99,194518372325.202,,,,,World,all,
main,100.0,2.2,very slow,,2785,100.004,2.2,,40365597364.108,2290218537.489,1794939073.772,196904996318.145,,,,,World,all,
main,100.0,2.2,very slow,,2790,100.004,2.2,,40860876827.824,2318321343.343,1816961171.134,199320920648.161,,,,,World,all,
main,100.0,2.2,very slow,,2795,100.004,2.2,,41362237000.033,2346769204.975,1839253633.163,201766505223.486,,,,,World,all,
main,100.0,2.2,very slow,,2800,100.004,2.2,,41869752571.844,2375566359.942,1861819776.675,204242114372.297,,,,,World,all,
main,100.0,2.2,very slow,,2805,100.004,2.2,,42383499155.111,2404717097.835,1884662954.884,206748116921.519,,,,,World,all,
main,100.0,2.2,very slow,,2810,100.004,2.2,,42903553298.061,2434225762.231,1907786565.576,209284886255.418,,,,,World,all,
main,100.0,2.2,very slow,,2815,100.004,2.2,,43429992494.716,2464096751.445,1931194055.199,211852800355.218,,,,,World,all,
main,100.0,2.2,very slow,,2820,100.004,2.2,,43962895190.962,2494334518.264,1954888916.853,214452241836.529,,,,,World,all,
main,100.0,2.2,very slow,,2825,100.004,2.2,,44502340792.372,2524943569.586,1978874685.416,217083598000.337,,,,,World,all,
main,100.0,2.2,very slow,,2830,100.004,2.2,,45048409676.542,2555928466.75,2003154934.619,219747260899.844,,,,,World,all,
main,100.0,2.2,very slow,,2835,100.004,2.2,,45601183208.673,2587293826.658,2027733278.377,222443627412.976,,,,,World,all,
main,100.0,2.2,very slow,,2840,100.004,2.2,,46160743756.953,2619044323.191,2052613374.87,225173099308.569,,,,,World,all,
main,100.0,2.2,very slow,,2845,100.004,2.2,,46727174705.274,2651184688.324,2077798930.039,227936083302.323,,,,,World,all,
main,100.0,2.2,very slow,,2850,100.004,2.2,,47300560463.559,2683719712.704,2103293698.352,230732991108.045,,,,,World,all,
main,100.0,2.2,very slow,,2855,100.004,2.2,,47880986477.911,2716654245.884,2129101481.252,233564239492.734,,,,,World,all,
main,100.0,2.2,very slow,,2860,100.004,2.2,,48468539242.542,2749993196.66,2155226125.425,236430250339.769,,,,,World,all,
main,100.0,2.2,very slow,,2865,100.004,2.2,,49063306313.777,2783741533.757,2181671522.679,239331450717.796,,,,,World,all,
main,100.0,2.2,very slow,,2870,100.004,2.2,,49665376324.855,2817904286.847,2208441611.612,242268272949.711,,,,,World,all,
main,100.0,2.2,very slow,,2875,100.004,2.2,,50274839000.09,2852486547.638,2235540379.841,245241154677.964,,,,,World,all,
main,100.0,2.2,very slow,,2880,100.004,2.2,,50891785167.887,2887493470.761,2262971865.441,248250538926.763,,,,,World,all,
main,100.0,2.2,very slow,,2885,100.004,2.2,,51516306773.207,2922930274.413,2290740157.123,251296874164.539,,,,,World,all,
main,100.0,2.2,very slow,,2890,100.004,2.2,,52148496890.497,2958802240.874,2318849393.784,254380614369.57,,,,,World,all,
main,100.0,2.2,very slow,,2895,100.004,2.2,,52788449737.588,2995114717.124,2347303764.346,257502219099.147,,,,,World,all,
main,100.0,2.2,very slow,,2900,100.004,2.2,,53436260690.366,3031873115.677,2376107508.408,260662153560.541,,,,,World,all,
main,100.0,2.2,very slow,,2905,100.004,2.2,,54092026297.634,3069082915.581,2405264917.496,263860888681.822,,,,,World,all,
main,100.0,2.2,very slow,,2910,100.004,2.2,,54755844295.718,3106749663.418,2434780336.321,267098901181.901,,,,,World,all,
main,100.0,2.2,very slow,,2915,100.004,2.2,,55427813622.815,3144878974.165,2464658163.595,270376673640.545,,,,,World,all,
main,100.0,2.2,very slow,,2920,100.004,2.2,,56108034433.385,3183476531.896,2494902852.395,273694694569.503,,,,,World,all,
main,100.0,2.2,very slow,,2925,100.004,2.2,,56796608112.886,3222548090.47,2525518910.384,277053458485.332,,,,,World,all,
main,100.0,2.2,very slow,,2930,100.004,2.2,,57493637292.972,3262099474.305,2556510900.258,280453465983.715,,,,,World,all,
main,100.0,2.2,very slow,,2935,100.004,2.2,,58199225867.019,3302136579.332,2587883440.518,283895223814.759,,,,,World,all,
main,100.0,2.2,very slow,,2940,100.004,2.2,,58913479005.833,3342665374.028,2619641206.441,287379244958.938,,,,,World,all,
main,100.0,2.2,very slow,,2945,100.004,2.2,,59636503173.421,3383691900.41,2651788930.996,290906048703.699,,,,,World,all,
main,100.0,2.2,very slow,,2950,100.004,2.2,,60368406142.834,3425222274.909,2684331405.58,294476160720.913,,,,,World,all,
main,100.0,2.2,very slow,,2955,100.004,2.2,,61109297012.163,3467262689.154,2717273480.569,298090113145.285,,,,,World,all,
main,100.0,2.2,very slow,,2960,100.004,2.2,,61859286220.748,3509819410.779,2750620065.87,301748444653.747,,,,,World,all,
main,100.0,2.2,very slow,,2965,100.004,2.2,,62618485565.657,3552898784.352,2784376131.573,305451700545.825,,,,,World,all,
main,100.0,2.2,very slow,,2970,100.004,2.2,,63387008218.436,3596507232.418,2818546708.765,309200432825.072,,,,,World,all,
main,100.0,2.2,very slow,,2975,100.004,2.2,,64164968742.089,3640651256.586,2853136890.417,312995200281.635,,,,,World,all,
main,100.0,2.2,very slow,,2980,100.004,2.2,,64952483108.257,3685337438.537,2888151832.241,316836568575.947,,,,,World,all,
main,100.0,2.2,very slow,,2985,100.004,2.2,,65749668714.554,3730572440.947,2923596753.439,320725110323.416,,,,,World,all,
main,100.0,2.2,very slow,,2990,100.004,2.2,,66556644402.062,3776363008.364,2959476937.392,324661405179.986,,,,,World,all,
main,100.0,2.2,very slow,,2995,100.004,2.2,,67373530473.033,3822715968.149,2995797732.356,328646039928.569,,,,,World,all,
main,100.0,2.2,very slow,,3000,100.004,2.2,,68200448708.827,3869638231.535,3032564552.244,332679608566.489,,,,,World,all,
main,100.0,1.66,medium,,2025,74.797,2.218,,8191992061.0,677468194.676,324652312.453,40132938398.319,,,,,World,all,
main,100.0,1.66,medium,,2030,75.437,2.192,,8544807943.222,684327704.979,352456631.104,41834011561.746,,,,,World,all,
main,100.0,1.66,medium,,2035,76.037,2.164,,8876679017.098,690189622.686,383101655.03,43422842614.339,,,,,World,all,
main,100.0,1.66,medium,,2040,76.607,2.136,,9183766984.753,691707858.463,414412859.153,44885367771.536,,,,,World,all,
main,100.0,1.66,medium,,2045,77.151,2.108,,9461061984.063,684907971.711,444728185.528,46201079147.785,,,,,World,all,
main,100.0,1.66,medium,,2050,77.67,2.073,,9701241770.246,671685136.715,473284428.43,47335465810.323,,,,,World,all,
main,100.0,1.66,medium,,2055,78.166,2.036,,9899642478.531,659055470.763,499780770.645,48265634525.73,,,,,World,all,
main,100.0,1.66,medium,,2060,78.646,2.003,,10058917178.649,650284751.742,523237749.982,49007218933.618,,,,,World,all,
main,100.0,1.66,medium,,2065,79.116,1.973,,10185964180.41,642710834.157,543728472.773,49595470894.936,,,,,World,all,
main,100.0,1.66,medium,,2070,79.586,1.947,,10284946541.794,633247006.153,562380669.638,50048222029.996,,,,,World,all,
main,100.0,1.66,medium,,2075,80.056,1.922,,10355812878.309,620614683.326,579189002.132,50364359628.611,,,,,World,all,
main,100.0,1.66,medium,,2080,80.527,1.897,,10397238559.504,605949226.949,592225581.803,50541423295.286,,,,,World,all,
main,100.0,1.66,medium,,2085,80.998,1.876,,10410962204.65,590966411.346,599913202.053,50594096998.846,,,,,World,all,
main,100.0,1.66,medium,,2090,81.478,1.856,,10402015413.943,576565187.505,605403974.639,50540582363.195,,,,,World,all,
main,100.0,1.66,medium,,2095,81.966,1.838,,10373176626.808,563277110.281,611928723.761,50384620068.059,,,,,World,all,
main,100.0,1.66,medium,,2100,82.47,1.822,,10324525013.328,549793720.652,618385759.937,50128909091.551,,,,,World,all,
main,100.0,1.66,medium,,2105,82.949,1.785,,10255932974.044,529105457.481,619125504.914,49780266981.9,,,,,World,all,
main,100.0,1.66,medium,,2110,83.433,1.756,,10165912926.61,510011711.884,616558899.983,49332915518.371,,,,,World,all,
main,100.0,1.66,medium,,2115,83.934,1.73,,10059365738.511,491200749.885,610910515.46,48811600280.047,,,,,World,all,
main,100.0,1.66,medium,,2120,84.454,1.707,,9939655972.936,473530951.444,605829655.014,48222991611.291,,,,,World,all,
main,100.0,1.66,medium,,2125,84.99,1.689,,9807357269.366,456866789.825,603918456.384,47561539823.048,,,,,World,all,
main,100.0,1.66,medium,,2130,85.537,1.675,,9660305602.807,440606541.51,601709589.858,46827558299.421,,,,,World,all,
main,100.0,1.66,medium,,2135,86.094,1.664,,9499202554.46,424303943.96,598036043.326,46027122570.389,,,,,World,all,
main,100.0,1.66,medium,,2140,86.658,1.661,,9325470455.094,409373789.197,591921086.222,45169657029.465,,,,,World,all,
main,100.0,1.66,medium,,2145,87.23,1.66,,9142923158.069,394975646.375,583071586.921,44275241038.596,,,,,World,all,
main,100.0,1.66,medium,,2150,87.81,1.66,,8954827217.523,381448119.565,572223334.548,43358136070.521,,,,,World,all,
main,100.0,1.66,medium,,2155,88.398,1.66,,8764052002.539,368375993.746,561133524.782,42428106407.557,,,,,World,all,
main,100.0,1.66,medium,,2160,88.995,1.66,,8571294471.502,355619300.943,550618911.568,41486750284.511,,,,,World,all,
main,100.0,1.66,medium,,2165,89.6,1.66,,8376294860.878,343208767.394,539740730.262,40535508719.389,,,,,World,all,
main,100.0,1.66,medium,,2170,90.194,1.66,,8179762898.009,331291259.344,529425965.193,39576119052.455,,,,,World,all,
main,100.0,1.66,medium,,2175,90.792,1.66,,7981628192.16,319943574.817,517742445.405,38611647731.873,,,,,World,all,
main,100.0,1.66,medium,,2180,91.388,1.66,,7783829321.572,309097676.471,505508919.974,37650738837.114,,,,,World,all,
main,100.0,1.66,medium,,2185,91.979,1.66,,7587418078.07,298623929.519,493146079.344,36697107879.054,,,,,World,all,
main,100.0,1.66,medium,,2190,92.561,1.66,,7392895928.244,288442309.681,480915700.413,35752622228.996,,,,,World,all,
main,100.0,1.66,medium,,2195,93.128,1.66,,7200422537.512,278556769.26,468481201.293,34818959582.322,,,,,World,all,
main,100.0,1.66,medium,,2200,93.683,1.66,,7010498105.479,269018345.289,455497022.153,33899874153.163,,,,,World,all,
main,100.0,1.66,medium,,2205,94.181,1.66,,6824019428.616,259858941.821,444246828.695,32994793887.147,,,,,World,all,
main,100.0,1.66,medium,,2210,94.658,1.66,,6639631541.741,251056512.604,432241961.465,32100933606.858,,,,,World,all,
main,100.0,1.66,medium,,2215,95.125,1.66,,6458446092.88,242558414.526,419777993.781,31224788385.989,,,,,World,all,
main,100.0,1.66,medium,,2220,95.552,1.66,,6281226513.625,234323239.491,408275737.649,30366242788.725,,,,,World,all,
main,100.0,1.66,medium,,2225,95.946,1.66,,6107274015.467,226343270.588,397019748.447,29522886392.373,,,,,World,all,
main,100.0,1.66,medium,,2230,96.304,1.66,,5936597537.608,218633511.843,386399365.574,28694446182.817,,,,,World,all,
main,100.0,1.66,medium,,2235,96.634,1.66,,5768831683.878,211205012.872,375840866.835,27880535378.635,,,,,World,all,
main,100.0,1.66,medium,,2240,96.95,1.66,,5604195829.915,204048705.542,365005675.331,27082978562.826,,,,,World,all,
main,100.0,1.66,medium,,2245,97.254,1.66,,5443238860.126,197140416.082,354276866.809,26303548780.188,,,,,World,all,
main,100.0,1.66,medium,,2250,97.537,1.66,,5286102409.4,190457451.174,343984565.708,25542004233.187,,,,,World,all,
main,100.0,1.66,medium,,2255,97.794,1.66,,5132575294.866,183989908.85,334408714.226,24796762106.331,,,,,World,all,
main,100.0,1.66,medium,,2260,98.036,1.66,,4982156489.49,177738684.84,325100410.938,24066419149.095,,,,,World,all,
main,100.0,1.66,medium,,2265,98.263,1.66,,4834794763.392,171705462.139,315895405.618,23351250352.479,,,,,World,all,
main,100.0,1.66,medium,,2270,98.459,1.66,,4690604819.913,165885111.464,307284842.615,22650515958.417,,,,,World,all,
main,100.0,1.66,medium,,2275,98.643,1.66,,4549205088.761,160265762.879,298588723.706,21964261639.809,,,,,World,all,
main,100.0,1.66,medium,,2280,98.823,1.66,,4410882127.935,154834428.056,289796725.944,21293859376.286,,,,,World,all,
main,100.0,1.66,medium,,2285,99.004,1.66,,4275919830.047,149582323.155,280987200.96,20640412619.254,,,,,World,all,
main,100.0,1.66,medium,,2290,99.173,1.66,,4144514952.242,144505681.138,272467552.559,20003988441.855,,,,,World,all,
main,100.0,1.66,medium,,2295,99.326,1.66,,4016553080.82,139602486.795,264347211.203,19383937390.949,,,,,World,all,
main,100.0,1.66,medium,,2300,99.442,1.66,,3891808356.412,134868812.246,256793013.705,18778525125.71,,,,,World,all,
main,100.0,1.66,medium,,2305,99.528,1.66,,3769884154.953,130297840.849,249597315.106,18186582722.452,,,,,World,all,
main,100.0,1.66,medium,,2310,99.602,1.66,,3650584680.697,125881616.217,242467956.399,17607834858.159,,,,,World,all,
main,100.0,1.66,medium,,2315,99.673,1.66,,3533998340.514,121613380.82,235214178.33,17043167435.873,,,,,World,all,
main,100.0,1.66,medium,,2320,99.734,1.66,,3420397543.005,117488483.456,228060134.3,16493338664.494,,,,,World,all,
main,100.0,1.66,medium,,2325,99.793,1.66,,3309825892.161,113503503.15,220993929.803,15958569993.335,,,,,World,all,
main,100.0,1.66,medium,,2330,99.843,1.66,,3202335465.508,109654768.96,214160979.566,15438559427.353,,,,,World,all,
main,100.0,1.66,medium,,2335,99.884,1.66,,3097829254.902,105937616.899,207536140.371,14933215417.38,,,,,World,all,
main,100.0,1.66,medium,,2340,99.927,1.66,,2996230731.43,102346764.004,200992939.558,14442232056.876,,,,,World,all,
main,100.0,1.66,medium,,2345,99.965,1.66,,2897584555.875,98877187.501,194645474.481,13965520068.707,,,,,World,all,
main,100.0,1.66,medium,,2350,99.979,1.66,,2801816268.895,95524670.008,188715054.57,13502169083.601,,,,,World,all,
main,100.0,1.66,medium,,2355,99.985,1.66,,2708625884.333,92285671.394,182869387.797,13051629561.823,,,,,World,all,
main,100.0,1.66,medium,,2360,99.991,1.66,,2618042167.93,89156814.597,177031274.179,12614205615.148,,,,,World,all,
main,100.0,1.66,medium,,2365,99.993,1.66,,2530167708.348,86134495.871,171309331.841,12190087864.038,,,,,World,all,
main,100.0,1.66,medium,,2370,99.995,1.66,,2444992872.377,83214886.073,165692388.825,11779231838.156,,,,,World,all,
main,100.0,1.66,medium,,2375,99.997,1.66,,2362515369.626,80394205.242,160198756.366,11381570066.348,,,,,World,all,
main,100.0,1.66,medium,,2380,100.0,1.66,,2282710818.501,77668972.636,154847087.933,10996912991.865,,,,,World,all,
main,100.0,1.66,medium,,2385,100.002,1.66,,2205532703.205,75036040.995,149646732.09,10624994743.762,,,,,World,all,
main,100.0,1.66,medium,,2390,100.004,1.66,,2130922012.11,72492449.128,144606690.427,10265489454.763,,,,,World,all,
main,100.0,1.66,medium,,2395,100.004,1.66,,2058807770.812,70035258.981,139745685.761,9917998128.321,,,,,World,all,
main,100.0,1.66,medium,,2400,100.004,1.66,,1989097344.033,67661505.804,135038668.174,9582114835.663,,,,,World,all,
main,100.0,1.66,medium,,2405,100.004,1.66,,1921720181.662,65368263.035,130481859.807,9257497291.213,,,,,World,all,
main,100.0,1.66,medium,,2410,100.004,1.66,,1856606584.89,63152733.52,126071884.96,8943805407.283,,,,,World,all,
main,100.0,1.66,medium,,2415,100.004,1.66,,1793687433.45,61012285.4,121805729.062,8640700561.039,,,,,World,all,
main,100.0,1.66,medium,,2420,100.004,1.66,,1732893989.788,58944419.618,117680587.551,8347845626.129,,,,,World,all,
main,100.0,1.66,medium,,2425,100.004,1.66,,1674157821.855,56946713.58,113693494.56,8064905824.929,,,,,World,all,
main,100.0,1.66,medium,,2430,100.004,1.66,,1617411040.874,55016790.126,109840905.439,7791550894.487,,,,,World,all,
main,100.0,1.66,medium,,2435,100.004,1.66,,1562586925.561,53152325.507,106118614.654,7527458304.204,,,,,World,all,
main,100.0,1.66,medium,,2440,100.004,1.66,,1509620636.414,51351075.115,102522096.282,7272315857.103,,,,,World,all,
main,100.0,1.66,medium,,2445,100.004,1.66,,1458449615.247,49610888.727,99046965.908,7025822440.179,,,,,World,all,
main,100.0,1.66,medium,,2450,100.004,1.66,,1409013538.067,47929704.78,95689222.322,6787687145.937,,,,,World,all,
main,100.0,1.66,medium,,2455,100.004,1.66,,1361254020.524,46305533.401,92445173.912,6557627991.854,,,,,World,all,
main,100.0,1.66,medium,,2460,100.004,1.66,,1315114380.013,44736443.719,89311216.26,6335371302.984,,,,,World,all,
main,100.0,1.66,medium,,2465,100.004,1.66,,1270539607.472,43220562.274,86283686.464,6120651930.41,,,,,World,all,
main,100.0,1.66,medium,,2470,100.004,1.66,,1227476483.282,41756077.988,83358889.123,5913213741.82,,,,,World,all,
main,100.0,1.66,medium,,2475,100.004,1.66,,1185873672.148,40341245.357,80533224.978,5712809752.828,,,,,World,all,
main,100.0,1.66,medium,,2480,100.004,1.66,,1145681692.526,38974381.98,77803292.79,5519201716.67,,,,,World,all,
main,100.0,1.66,medium,,2485,100.004,1.66,,1106852781.715,37653862.823,75165893.685,5332159451.592,,,,,World,all,
main,100.0,1.66,medium,,2490,100.004,1.66,,1069340750.854,36378115.752,72617963.285,5151460298.405,,,,,World,all,
main,100.0,1.66,medium,,2495,100.004,1.66,,1033100903.321,35145620.317,70156504.206,4976888882.558,,,,,World,all,
main,100.0,1.66,medium,,2500,100.004,1.66,,998090019.432,33954908.181,67778568.201,4808237073.362,,,,,World,all,
main,100.0,1.66,medium,,2505,100.004,1.66,,964266359.412,32804562.5,65481283.257,4645303922.251,,,,,World,all,
main,100.0,1.66,medium,,2510,100.004,1.66,,931589638.655,31693215.328,63261887.851,4487895452.63,,,,,World,all,
main,100.0,1.66,medium,,2515,100.004,1.66,,900020966.132,30619544.327,61117741.435,4335824332.321,,,,,World,all,
main,100.0,1.66,medium,,2520,100.004,1.66,,869522769.025,29582270.589,59046308.852,4188909542.941,,,,,World,all,
main,100.0,1.66,medium,,2525,100.004,1.66,,840058730.762,28580158.054,57045137.346,4046976129.676,,,,,World,all,
main,100.0,1.66,medium,,2530,100.004,1.66,,811593751.47,27612013.438,55111844.16,3909855031.325,,,,,World,all,
main,100.0,1.66,medium,,2535,100.004,1.66,,784093920.748,26676685.288,53244118.232,3777382935.815,,,,,World,all,
main,100.0,1.66,medium,,2540,100.004,1.66,,757526487.804,25773061.818,51439727.257,3649402112.288,,,,,World,all,
main,100.0,1.66,medium,,2545,100.004,1.66,,731859822.365,24900068.357,49696520.421,3525760211.525,,,,,World,all,
main,100.0,1.66,medium,,2550,100.004,1.66,,707063370.301,24056665.554,48012424.297,3406310058.059,,,,,World,all,
main,100.0,1.66,medium,,2555,100.004,1.66,,683107611.559,23241848.691,46385435.986,3290909458.853,,,,,World,all,
main,100.0,1.66,medium,,2560,100.004,1.66,,659964024.263,22454647.498,44813618.349,3179421035.077,,,,,World,all,
main,100.0,1.66,medium,,2565,100.004,1.66,,637605053.412,21694125.556,43295098.539,3071712067.603,,,,,World,all,
main,100.0,1.66,medium,,2570,100.004,1.66,,616004080.429,20959378.884,41828067.646,2967654345.042,,,,,World,all,
main,100.0,1.66,medium,,2575,100.004,1.66,,595135391.666,20249534.068,40410779.13,2867124011.143,,,,,World,all,
main,100.0,1.66,medium,,2580,100.004,1.66,,574974146.605,19563746.668,39041545.802,2770001415.084,,,,,World,all,
main,100.0,1.66,medium,,2585,100.004,1.66,,555496347.471,18901200.292,37718736.865,2676170968.217,,,,,World,all,
main,100.0,1.66,medium,,2590,100.004,1.66,,536678810.897,18261106.184,36440776.208,2585521006.827,,,,,World,all,
main,100.0,1.66,medium,,2595,100.004,1.66,,518499140.873,17642702.786,35206141.639,2497943658.382,,,,,World,all,
main,100.0,1.66,medium,,2600,100.004,1.66,,500935702.02,17045254.885,34013363.809,2413334710.399,,,,,World,all,
main,100.0,1.66,medium,,2605,100.004,1.66,,483967593.095,16468052.385,32861024.01,2331593483.881,,,,,World,all,
main,100.0,1.66,medium,,2610,100.004,1.66,,467574621.47,15910409.047,31747751.308,2252622713.672,,,,,World,all,
main,100.0,1.66,medium,,2615,100.004,1.66,,451737279.209,15371661.528,30672220.141,2176328435.599,,,,,World,all,
main,100.0,1.66,medium,,2620,100.004,1.66,,436436720.596,14851168.79,29633149.07,2102619877.565,,,,,World,all,
main,100.0,1.66,medium,,2625,100.004,1.66,,421654740.316,14348311.643,28629300.314,2031409351.652,,,,,World,all,
main,100.0,1.66,medium,,2630,100.004,1.66,,407373751.645,13862492.171,27659479.08,1962612146.797,,,,,World,all,
main,100.0,1.66,medium,,2635,100.004,1.66,,393576764.736,13393132.938,26722532.024,1896146424.336,,,,,World,all,
main,100.0,1.66,medium,,2640,100.004,1.66,,380247365.65,12939676.09,25817345.032,1831933119.159,,,,,World,all,
main,100.0,1.66,medium,,2645,100.004,1.66,,367369696.708,12501582.529,24942841.104,1769895847.185,,,,,World,all,
main,100.0,1.66,medium,,2650,100.004,1.66,,354928438.133,12078331.288,24097978.978,1709960817.311,,,,,World,all,
main,100.0,1.66,medium,,2655,100.004,1.66,,342908790.443,11669419.034,23281752.477,1652056745.143,,,,,World,all,
main,100.0,1.66,medium,,2660,100.004,1.66,,331296457.001,11274359.601,22493189.995,1596114767.171,,,,,World,all,
main,100.0,1.66,medium,,2665,100.004,1.66,,320077626.607,10892683.435,21731353.569,1542068356.286,,,,,World,all,
main,100.0,1.66,medium,,2670,100.004,1.66,,309238956.473,10523936.962,20995337.408,1489853240.6,,,,,World,all,
main,100.0,1.66,medium,,2675,100.004,1.66,,298767556.027,10167681.955,20284266.265,1439407326.86,,,,,World,all,
main,100.0,1.66,medium,,2680,100.004,1.66,,288650971.717,9823494.972,19597294.102,1390670628.025,,,,,World,all,
main,100.0,1.66,medium,,2685,100.004,1.66,,278877172.586,9490966.878,18933603.241,1343585193.416,,,,,World,all,
main,100.0,1.66,medium,,2690,100.004,1.66,,269434536.224,9169702.429,18292403.787,1298095040.054,,,,,World,all,
main,100.0,1.66,medium,,2695,100.004,1.66,,260311834.866,8859319.835,17672932.978,1254146084.981,,,,,World,all,
main,100.0,1.66,medium,,2700,100.004,1.66,,251498221.723,8559450.298,17074454.242,1211686079.444,,,,,World,all,
main,100.0,1.66,medium,,2705,100.004,1.66,,242983217.779,8269737.531,16496256.059,1170664545.976,,,,,World,all,
main,100.0,1.66,medium,,2710,100.004,1.66,,234756699.251,7989837.306,15937650.861,1131032718.639,,,,,World,all,
main,100.0,1.66,medium,,2715,100.004,1.66,,226808885.696,7719417.041,15397974.166,1092743485.867,,,,,World,all,
main,100.0,1.66,medium,,2720,100.004,1.66,,219130328.572,7458155.42,14876583.938,1055751334.976,,,,,World,all,
main,100.0,1.66,medium,,2725,100.004,1.66,,211711900.053,7205742.036,14372860.017,1020012297.841,,,,,World,all,
main,100.0,1.66,medium,,2730,100.004,1.66,,204544782.072,6961877.029,13886203.456,985483897.876,,,,,World,all,
main,100.0,1.66,medium,,2735,100.004,1.66,,197620455.645,6726270.72,13416035.734,952125098.843,,,,,World,all,
main,100.0,1.66,medium,,2740,100.004,1.66,,190930690.631,6498643.247,12961797.932,919896255.832,,,,,World,all,
main,100.0,1.66,medium,,2745,100.004,1.66,,184467535.946,6278724.228,12522949.981,888759068.365,,,,,World,all,
main,100.0,1.66,medium,,2750,100.004,1.66,,178223310.194,6066252.44,12098970.041,858676535.202,,,,,World,all,
