tfr_scenario,year,age,fertility,life_exp,population,births,births_cum
2.2,2925,5,,,3321445600,,
2.2,2925,10,,,3280799246,,
2.2,2925,15,,,3240763876,,
2.2,2925,20,,,3201243385,,
2.2,2925,25,,,3162190511,,
2.2,2925,30,,,3123630267,,
2.2,2925,35,,,3085572134,,
2.2,2925,40,,,3047971838,,
2.2,2925,45,,,3010818011,,
2.2,2925,50,,,2974109156,,
2.2,2925,55,,,2937839411,,
2.2,2925,60,,,2902024510,,
2.2,2925,65,,,2866648251,,
2.2,2925,70,,,2831719805,,
2.2,2925,75,,,2797216491,,
2.2,2925,80,,,2763058625,,
2.2,2925,85,,,2689691581,,
2.2,2925,90,,,2307632132,,
2.2,2925,95,,,1519781890,,
2.2,2925,100,,,1543249884,,
2.2,2925,all,2.2,100.00394,59970104833,3404313856,253493000000
2.2,2930,0,,,3404138732,,
2.2,2930,5,,,3362377423,,
2.2,2930,10,,,3321229847,,
2.2,2930,15,,,3280700773,,
2.2,2930,20,,,3240692921,,
2.2,2930,25,,,3201158456,,
2.2,2930,30,,,3162122702,,
2.2,2930,35,,,3123595260,,
2.2,2930,40,,,3085531317,,
2.2,2930,45,,,3047919361,,
2.2,2930,50,,,3010757872,,
2.2,2930,55,,,2974040920,,
2.2,2930,60,,,2937784423,,
2.2,2930,65,,,2901971981,,
2.2,2930,70,,,2866612871,,
2.2,2930,75,,,2831684144,,
2.2,2930,80,,,2797105169,,
2.2,2930,85,,,2722830304,,
2.2,2930,90,,,2336042081,,
2.2,2930,95,,,1538474835,,
2.2,2930,100,,,1562319121,,
2.2,2930,all,2.2,100.00394,60709090511,3446267392,256939000000
2.2,2935,0,,,3446090290,,
2.2,2935,5,,,3403814025,,
2.2,2935,10,,,3362159041,,
2.2,2935,15,,,3321130171,,
2.2,2935,20,,,3280628945,,
2.2,2935,25,,,3240606947,,
2.2,2935,30,,,3201089816,,
2.2,2935,35,,,3162087272,,
2.2,2935,40,,,3123553960,,
2.2,2935,45,,,3085478221,,
2.2,2935,50,,,3047858514,,
2.2,2935,55,,,3010688836,,
2.2,2935,60,,,2973985295,,
2.2,2935,65,,,2937731290,,
2.2,2935,70,,,2901936202,,
2.2,2935,75,,,2866576811,,
2.2,2935,80,,,2831571530,,
2.2,2935,85,,,2756377607,,
2.2,2935,90,,,2364802051,,
2.2,2935,95,,,1557397874,,
2.2,2935,100,,,1581624130,,
2.2,2935,all,2.2,100.00394,61457188828,3488738560,260428000000
2.2,2940,0,,,3488559212,,
2.2,2940,5,,,3445761636,,
2.2,2940,10,,,3403592982,,
2.2,2940,15,,,3362058148,,
2.2,2940,20,,,3321057459,,
2.2,2940,25,,,3280541912,,
2.2,2940,30,,,3240537463,,
2.2,2940,35,,,3201053956,,
2.2,2940,40,,,3162045483,,
2.2,2940,45,,,3123500237,,
2.2,2940,50,,,3085416658,,
2.2,2940,55,,,3047788669,,
2.2,2940,60,,,3010632569,,
2.2,2940,65,,,2973931552,,
2.2,2940,70,,,2937695107,,
2.2,2940,75,,,2901899738,,
2.2,2940,80,,,2866462891,,
2.2,2940,85,,,2790338531,,
2.2,2940,90,,,2393916358,,
2.2,2940,95,,,1576553842,,
2.2,2940,100,,,1601167828,,
2.2,2940,all,2.2,100.00394,62214512231,3531733248,263960000000
2.2,2945,0,,,3531551881,,
2.2,2945,5,,,3488226562,,
2.2,2945,10,,,3445537901,,
2.2,2945,15,,,3403490858,,
2.2,2945,20,,,3361984542,,
2.2,2945,25,,,3320969355,,
2.2,2945,30,,,3280471575,,
2.2,2945,35,,,3240501169,,
2.2,2945,40,,,3201011672,,
2.2,2945,45,,,3161991126,,
2.2,2945,50,,,3123437950,,
2.2,2945,55,,,3085345994,,
2.2,2945,60,,,3047731751,,
2.2,2945,65,,,3010578207,,
2.2,2945,70,,,2973894961,,
2.2,2945,75,,,2937658234,,
2.2,2945,80,,,2901784497,,
2.2,2945,85,,,2824718179,,
2.2,2945,90,,,2423389369,,
2.2,2945,95,,,1595945607,,
2.2,2945,100,,,1620953169,,
2.2,2945,all,2.2,100.00394,62981174558,3575258368,267535000000
2.2,2950,0,,,3575074762,,
2.2,2950,5,,,3531215188,,
2.2,2950,10,,,3488000101,,
2.2,2950,15,,,3445434529,,
2.2,2950,20,,,3403416346,,
2.2,2950,25,,,3361895353,,
2.2,2950,30,,,3320898154,,
2.2,2950,35,,,3280434842,,
2.2,2950,40,,,3240458385,,
2.2,2950,45,,,3200956674,,
2.2,2950,50,,,3161928106,,
2.2,2950,55,,,3123366458,,
2.2,2950,60,,,3085288418,,
2.2,2950,65,,,3047676764,,
2.2,2950,70,,,3010541203,,
2.2,2950,75,,,2973857674,,
2.2,2950,80,,,2937541656,,
2.2,2950,85,,,2859521719,,
2.2,2950,90,,,2453225507,,
2.2,2950,95,,,1615576072,,
2.2,2950,100,,,1640983141,,
2.2,2950,all,2.2,100.00394,63757291052,3619320320,271154000000
2.2,2955,0,,,3619134397,,
2.2,2955,5,,,3574733975,,
2.2,2955,10,,,3530985968,,
2.2,2955,15,,,3487895467,,
2.2,2955,20,,,3445359101,,
2.2,2955,25,,,3403326059,,
2.2,2955,30,,,3361823277,,
2.2,2955,35,,,3320860975,,
2.2,2955,40,,,3280391551,,
2.2,2955,45,,,3240402738,,
2.2,2955,50,,,3200892913,,
2.2,2955,55,,,3161855777,,
2.2,2955,60,,,3123308215,,
2.2,2955,65,,,3085232799,,
2.2,2955,70,,,3047639342,,
2.2,2955,75,,,3010503499,,
2.2,2955,80,,,2973739745,,
2.2,2955,85,,,2894754382,,
2.2,2955,90,,,2483429252,,
2.2,2955,95,,,1635448179,,
2.2,2955,100,,,1661260771,,
2.2,2955,all,2.2,100.00394,64542978382,3663925504,274818000000
2.2,2960,0,,,3663737411,,
2.2,2960,5,,,3618789468,,
2.2,2960,10,,,3574501963,,
2.2,2960,15,,,3530880056,,
2.2,2960,20,,,3487819111,,
2.2,2960,25,,,3445267701,,
2.2,2960,30,,,3403253098,,
2.2,2960,35,,,3361785648,,
2.2,2960,40,,,3320817172,,
2.2,2960,45,,,3280335248,,
2.2,2960,50,,,3240338226,,
2.2,2960,55,,,3200819735,,
2.2,2960,60,,,3161796860,,
2.2,2960,65,,,3123251958,,
2.2,2960,70,,,3085194955,,
2.2,2960,75,,,3047601215,,
2.2,2960,80,,,3010384201,,
2.2,2960,85,,,2930421463,,
2.2,2960,90,,,2514005135,,
2.2,2960,95,,,1655564905,,
2.2,2960,100,,,1681789122,,
2.2,2960,all,2.2,100.00394,65338354653,3709080832,278527000000
2.2,2965,0,,,3708890511,,
2.2,2965,5,,,3663388289,,
2.2,2965,10,,,3618554629,,
2.2,2965,15,,,3574394758,,
2.2,2965,20,,,3530802761,,
2.2,2965,25,,,3487726586,,
2.2,2965,30,,,3445193844,,
2.2,2965,35,,,3403215013,,
2.2,2965,40,,,3361741326,,
2.2,2965,45,,,3320760205,,
2.2,2965,50,,,3280269976,,
2.2,2965,55,,,3240264191,,
2.2,2965,60,,,3200760137,,
2.2,2965,65,,,3161739955,,
2.2,2965,70,,,3123213686,,
2.2,2965,75,,,3085156400,,
2.2,2965,80,,,3047480535,,
2.2,2965,85,,,2966528320,,
2.2,2965,90,,,2544957746,,
2.2,2965,95,,,1675929265,,
2.2,2965,100,,,1702571297,,
2.2,2965,all,2.2,100.00394,66143539432,3754793216,282282000000
2.2,2970,0,,,3754600485,,
2.2,2970,5,,,3708537145,,
2.2,2970,10,,,3663150589,,
2.2,2970,15,,,3618446115,,
2.2,2970,20,,,3574316512,,
2.2,2970,25,,,3530709096,,
2.2,2970,30,,,3487651822,,
2.2,2970,35,,,3445155298,,
2.2,2970,40,,,3403170167,,
2.2,2970,45,,,3361683687,,
2.2,2970,50,,,3320694165,,
2.2,2970,55,,,3280195074,,
2.2,2970,60,,,3240203904,,
2.2,2970,65,,,3200702579,,
2.2,2970,70,,,3161701252,,
2.2,2970,75,,,3123174699,,
2.2,2970,80,,,3085034320,,
2.2,2970,85,,,3003080379,,
2.2,2970,90,,,2576291728,,
2.2,2970,95,,,1696544308,,
2.2,2970,100,,,1723610436,,
2.2,2970,all,2.2,100.00394,66958653761,3801069312,286083000000
2.2,2975,0,,,3800874206,,
2.2,2975,5,,,3754242823,,
2.2,2975,10,,,3708296549,,
2.2,2975,15,,,3663040750,,
2.2,2975,20,,,3618366906,,
2.2,2975,25,,,3574221694,,
2.2,2975,30,,,3530633414,,
2.2,2975,35,,,3487612809,,
2.2,2975,40,,,3445109921,,
2.2,2975,45,,,3403111847,,
2.2,2975,50,,,3361616871,,
2.2,2975,55,,,3320618385,,
2.2,2975,60,,,3280134089,,
2.2,2975,65,,,3240145683,,
2.2,2975,70,,,3200663438,,
2.2,2975,75,,,3161661828,,
2.2,2975,80,,,3123051203,,
2.2,2975,85,,,3040083134,,
2.2,2975,90,,,2608011784,,
2.2,2975,95,,,1717413123,,
2.2,2975,100,,,1744909719,,
2.2,2975,all,2.2,100.00394,67783820176,3847916032,289931000000
2.2,2980,0,,,3847718632,,
2.2,2980,5,,,3800512196,,
2.2,2980,10,,,3753999296,,
2.2,2980,15,,,3708185368,,
2.2,2980,20,,,3662960567,,
2.2,2980,25,,,3618270920,,
2.2,2980,30,,,3574145082,,
2.2,2980,35,,,3530593929,,
2.2,2980,40,,,3487566895,,
2.2,2980,45,,,3445050913,,
2.2,2980,50,,,3403044244,,
2.2,2980,55,,,3361540202,,
2.2,2980,60,,,3320556695,,
2.2,2980,65,,,3280075199,,
2.2,2980,70,,,3240106101,,
2.2,2980,75,,,3200623573,,
2.2,2980,80,,,3161536900,,
2.2,2980,85,,,3077542146,,
2.2,2980,90,,,2640122673,,
2.2,2980,95,,,1738538834,,
2.2,2980,100,,,1766472363,,
2.2,2980,all,2.2,100.00394,68619162727,3895340544,293826000000
2.2,2985,0,,,3895140805,,
2.2,2985,5,,,3847352221,,
2.2,2985,10,,,3800265702,,
2.2,2985,15,,,3753886757,,
2.2,2985,20,,,3708104198,,
2.2,2985,25,,,3662863399,,
2.2,2985,30,,,3618193367,,
2.2,2985,35,,,3574105118,,
2.2,2985,40,,,3530547471,,
2.2,2985,45,,,3487507191,,
2.2,2985,50,,,3444982515,,
2.2,2985,55,,,3402966677,,
2.2,2985,60,,,3361477798,,
2.2,2985,65,,,3320497128,,
2.2,2985,70,,,3280035170,,
2.2,2985,75,,,3240065789,,
2.2,2985,80,,,3200497195,,
2.2,2985,85,,,3115463045,,
2.2,2985,90,,,2672629215,,
2.2,2985,95,,,1759924608,,
2.2,2985,100,,,1788301628,,
2.2,2985,all,2.2,100.00394,69464806996,3943350016,297770000000
2.2,2990,0,,,3943147857,,
2.2,2990,5,,,3894769940,,
2.2,2990,10,,,3847102723,,
2.2,2990,15,,,3800151788,,
2.2,2990,20,,,3753804589,,
2.2,2990,25,,,3708005834,,
2.2,2990,30,,,3662784893,,
2.2,2990,35,,,3618152920,,
2.2,2990,40,,,3574058110,,
2.2,2990,45,,,3530487062,,
2.2,2990,50,,,3487437988,,
2.2,2990,55,,,3444904039,,
2.2,2990,60,,,3402903551,,
2.2,2990,65,,,3361417546,,
2.2,2990,70,,,3320456647,,
2.2,2990,75,,,3279994406,,
2.2,2990,80,,,3239937946,,
2.2,2990,85,,,3153851531,,
2.2,2990,90,,,2705536290,,
2.2,2990,95,,,1781573647,,
2.2,2990,100,,,1810400811,,
2.2,2990,all,2.2,100.00394,70320880118,3991951616,301762000000
2.2,2995,0,,,3991747006,,
2.2,2995,5,,,3942772483,,
2.2,2995,10,,,3894517402,,
2.2,2995,15,,,3846987419,,
2.2,2995,20,,,3800068610,,
2.2,2995,25,,,3753705013,,
2.2,2995,30,,,3707926364,,
2.2,2995,35,,,3662743955,,
2.2,2995,40,,,3618105355,,
2.2,2995,45,,,3573996989,,
2.2,2995,50,,,3530417045,,
2.2,2995,55,,,3487358592,,
2.2,2995,60,,,3444840183,,
2.2,2995,65,,,3402842607,,
2.2,2995,70,,,3361376609,,
2.2,2995,75,,,3320415426,,
2.2,2995,80,,,3279865080,,
2.2,2995,85,,,3192713374,,
2.2,2995,90,,,2738848836,,
2.2,2995,95,,,1803489197,,
2.2,2995,100,,,1832773252,,
2.2,2995,all,2.2,100.00394,71187510795,4041152768,305803000000
2.2,3000,0,,,4040945560,,
2.2,3000,5,,,3991367068,,
2.2,3000,10,,,3942516869,,
2.2,3000,15,,,3894400690,,
2.2,3000,20,,,3846903217,,
2.2,3000,25,,,3799967808,,
2.2,3000,30,,,3753624567,,
2.2,3000,35,,,3707884930,,
2.2,3000,40,,,3662695828,,
2.2,3000,45,,,3618043513,,
2.2,3000,50,,,3573926148,,
2.2,3000,55,,,3530336718,,
2.2,3000,60,,,3487293997,,
2.2,3000,65,,,3444778538,,
2.2,3000,70,,,3402801207,,
2.2,3000,75,,,3361334925,,
2.2,3000,80,,,3320284600,,
2.2,3000,85,,,3232054414,,
2.2,3000,90,,,2772571853,,
2.2,3000,95,,,1825674539,,
2.2,3000,100,,,1855422332,,
2.2,3000,all,2.2,100.00394,72064829319,4090960640,309894000000
2.2,3005,0,,,4090750917,,
2.2,3005,5,,,4040561003,,
2.2,3005,10,,,3991108340,,
2.2,3005,15,,,3942398731,,
2.2,3005,20,,,3894315452,,
2.2,3005,25,,,3846801173,,
2.2,3005,30,,,3799886373,,
2.2,3005,35,,,3753582631,,
2.2,3005,40,,,3707836233,,
2.2,3005,45,,,3662633256,,
2.2,3005,50,,,3617971838,,
2.2,3005,55,,,3573844880,,
2.2,3005,60,,,3530271376,,
2.2,3005,65,,,3487231643,,
2.2,3005,70,,,3444736670,,
2.2,3005,75,,,3402759056,,
2.2,3005,80,,,3361202582,,
2.2,3005,85,,,3271880563,,
2.2,3005,90,,,2806710402,,
2.2,3005,95,,,1848132999,,
2.2,3005,100,,,1878351474,,
2.2,3005,all,2.2,100.00394,72952967592,4141382656,314035000000
2.2,3010,0,,,4141170567,,
2.2,3010,5,,,4090361685,,
2.2,3010,10,,,4040299122,,
2.2,3010,15,,,3990988759,,
2.2,3010,20,,,3942312444,,
2.2,3010,25,,,3894212151,,
2.2,3010,30,,,3846718738,,
2.2,3010,35,,,3799843929,,
2.2,3010,40,,,3753533358,,
2.2,3010,45,,,3707772923,,
2.2,3010,50,,,3662560737,,
2.2,3010,55,,,3617889617,,
2.2,3010,60,,,3573778781,,
2.2,3010,65,,,3530208305,,
2.2,3010,70,,,3487189303,,
2.2,3010,75,,,3444694047,,
2.2,3010,80,,,3402625178,,
2.2,3010,85,,,3312197807,,
2.2,3010,90,,,2841269607,,
2.2,3010,95,,,1870867940,,
2.2,3010,100,,,1901564143,,
2.2,3010,all,2.2,100.00394,73852059144,4192426752,318228000000
2.2,3015,0,,,4192212090,,
2.2,3015,5,,,4140776602,,
2.2,3015,10,,,4090096613,,
2.2,3015,15,,,4040178081,,
2.2,3015,20,,,3990901411,,
2.2,3015,25,,,3942207871,,
2.2,3015,30,,,3894128704,,
2.2,3015,35,,,3846675780,,
2.2,3015,40,,,3799794073,,
2.2,3015,45,,,3753469301,,
2.2,3015,50,,,3707699551,,
2.2,3015,55,,,3662477553,,
2.2,3015,60,,,3617822754,,
2.2,3015,65,,,3573714986,,
2.2,3015,70,,,3530165488,,
2.2,3015,75,,,3487146202,,
2.2,3015,80,,,3444558616,,
2.2,3015,85,,,3353012208,,
2.2,3015,90,,,2876254654,,
2.2,3015,95,,,1893882768,,
2.2,3015,100,,,1925063847,,
2.2,3015,all,2.2,100.00394,74762239154,4244100608,322472000000
2.2,3020,0,,,4243883164,,
2.2,3020,5,,,4191813336,,
2.2,3020,10,,,4140508301,,
2.2,3020,15,,,4089974093,,
2.2,3020,20,,,4040089658,,
2.2,3020,25,,,3990795550,,
2.2,3020,30,,,3942123399,,
2.2,3020,35,,,3894085226,,
2.2,3020,40,,,3846625333,,
2.2,3020,45,,,3799729260,,
2.2,3020,50,,,3753395065,,
2.2,3020,55,,,3707615392,,
2.2,3020,60,,,3662409917,,
2.2,3020,65,,,3617758225,,
2.2,3020,70,,,3573671685,,
2.2,3020,75,,,3530121904,,
2.2,3020,80,,,3487009200,,
2.2,3020,85,,,3394329900,,
2.2,3020,90,,,2911670795,,
2.2,3020,95,,,1917180933,,
2.2,3020,100,,,1948854138,,
2.2,3020,all,2.2,100.00394,75683644472,4296411648,326768000000
2.2,3025,0,,,4296191557,,
2.2,3025,5,,,4243479562,,
2.2,3025,10,,,4191541766,,
2.2,3025,15,,,4140384285,,
2.2,3025,20,,,4089884583,,
2.2,3025,25,,,4039982494,,
2.2,3025,30,,,3990710040,,
2.2,3025,35,,,3942079394,,
2.2,3025,40,,,3894034182,,
2.2,3025,45,,,3846559756,,
2.2,3025,50,,,3799654150,,
2.2,3025,55,,,3753309919,,
2.2,3025,60,,,3707546973,,
2.2,3025,65,,,3662344646,,
2.2,3025,70,,,3617714435,,
2.2,3025,75,,,3573627612,,
2.2,3025,80,,,3529983312,,
2.2,3025,85,,,3436157093,,
2.2,3025,90,,,2947523346,,
2.2,3025,95,,,1940765924,,
2.2,3025,100,,,1972938610,,
2.2,3025,all,2.2,100.00394,76616413638,4349367808,331117000000
2.2,3030,0,,,4349145137,,
2.2,3030,5,,,4295783048,,
2.2,3030,10,,,4243204682,,
2.2,3030,15,,,4191416235,,
2.2,3030,20,,,4140293673,,
2.2,3030,25,,,4089776099,,
2.2,3030,30,,,4039895933,,
2.2,3030,35,,,3990665502,,
2.2,3030,40,,,3942027745,,
2.2,3030,45,,,3893967830,,
2.2,3030,50,,,3846483762,,
2.2,3030,55,,,3799568007,,
2.2,3030,60,,,3753240709,,
2.2,3030,65,,,3707480951,,
2.2,3030,70,,,3662300362,,
2.2,3030,75,,,3617669869,,
2.2,3030,80,,,3573487413,,
2.2,3030,85,,,3478500075,,
2.2,3030,90,,,2983817689,,
2.2,3030,95,,,1964641275,,
2.2,3030,100,,,1997320904,,
2.2,3030,all,2.2,100.00394,77560686900,4402977280,335520000000
2.2,3035,0,,,4402751866,,
2.2,3035,5,,,4348731661,,
2.2,3035,10,,,4295504819,,
2.2,3035,15,,,4243077618,,
2.2,3035,20,,,4191324508,,
2.2,3035,25,,,4140183852,,
2.2,3035,30,,,4089688475,,
2.2,3035,35,,,4039850855,,
2.2,3035,40,,,3990613242,,
2.2,3035,45,,,3941960611,,
2.2,3035,50,,,3893890942,,
2.2,3035,55,,,3846396609,,
2.2,3035,60,,,3799497996,,
2.2,3035,65,,,3753173928,,
2.2,3035,70,,,3707436167,,
2.2,3035,75,,,3662255295,,
2.2,3035,80,,,3617528043,,
2.2,3035,85,,,3521365211,,
2.2,3035,90,,,3020559272,,
2.2,3035,95,,,1988810565,,
2.2,3035,100,,,2022004705,,
2.2,3035,all,2.2,100.00394,78516606242,4457247744,339978000000
2.2,3040,0,,,4457019808,,
2.2,3040,5,,,4402333364,,
2.2,3040,10,,,4348450042,,
2.2,3040,15,,,4295376203,,
2.2,3040,20,,,4242984762,,
2.2,3040,25,,,4191213335,,
2.2,3040,30,,,4140095152,,
2.2,3040,35,,,4089642851,,
2.2,3040,40,,,4039797977,,
2.2,3040,45,,,3990545316,,
2.2,3040,50,,,3941882819,,
2.2,3040,55,,,3893802768,,
2.2,3040,60,,,3846325788,,
2.2,3040,65,,,3799430447,,
2.2,3040,70,,,3753128639,,
2.2,3040,75,,,3707390596,,
2.2,3040,80,,,3662111824,,
2.2,3040,85,,,3564758943,,
2.2,3040,90,,,3057753610,,
2.2,3040,95,,,2013277415,,
2.2,3040,100,,,2046993743,,
2.2,3040,all,2.2,100.00394,79484315399,4512187904,344490000000
2.2,3045,0,,,4511957122,,
2.2,3045,5,,,4456596216,,
2.2,3045,10,,,4402048313,,
2.2,3045,15,,,4348319855,,
2.2,3045,20,,,4295282205,,
2.2,3045,25,,,4242872220,,
2.2,3045,30,,,4191123545,,
2.2,3045,35,,,4140048975,,
2.2,3045,40,,,4089589346,,
2.2,3045,45,,,4039729249,,
2.2,3045,50,,,3990466607,,
2.2,3045,55,,,3941793610,,
2.2,3045,60,,,3893731127,,
2.2,3045,65,,,3846257463,,
2.2,3045,70,,,3799384646,,
2.2,3045,75,,,3753082556,,
2.2,3045,80,,,3707245460,,
2.2,3045,85,,,3608687795,,
2.2,3045,90,,,3095406284,,
2.2,3045,95,,,2038045490,,
2.2,3045,100,,,2072291795,,
2.2,3045,all,2.2,100.00394,80463959881,4567805440,349058000000
2.2,3050,0,,,4567572071,,
2.2,3050,5,,,4511528381,,
2.2,3050,10,,,4456307692,,
2.2,3050,15,,,4401916535,,
2.2,3050,20,,,4348224700,,
2.2,3050,25,,,4295168276,,
2.2,3050,30,,,4242781327,,
2.2,3050,35,,,4191076809,,
2.2,3050,40,,,4139994837,,
2.2,3050,45,,,4089519808,,
2.2,3050,50,,,4039649615,,
2.2,3050,55,,,3990376354,,
2.2,3050,60,,,3941721141,,
2.2,3050,65,,,3893662017,,
2.2,3050,70,,,3846211145,,
2.2,3050,75,,,3799338048,,
2.2,3050,80,,,3752935738,,
2.2,3050,85,,,3653158370,,
2.2,3050,90,,,3133522949,,
2.2,3050,95,,,2063118502,,
2.2,3050,100,,,2097902685,,
2.2,3050,all,2.2,100.00394,81455686998,4624109568,353682000000
2.2,3055,0,,,4623873021,,
2.2,3055,5,,,4567138117,,
2.2,3055,10,,,4511236340,,
2.2,3055,15,,,4456174305,,
2.2,3055,20,,,4401820210,,
2.2,3055,25,,,4348109368,,
2.2,3055,30,,,4295076267,,
2.2,3055,35,,,4242734024,,
2.2,3055,40,,,4191022030,,
2.2,3055,45,,,4139924478,,
2.2,3055,50,,,4089439236,,
2.2,3055,55,,,4039558303,,
2.2,3055,60,,,3990303046,,
2.2,3055,65,,,3941651236,,
2.2,3055,70,,,3893615176,,
2.2,3055,75,,,3846164024,,
2.2,3055,80,,,3799189525,,
2.2,3055,85,,,3698177355,,
2.2,3055,90,,,3172109326,,
2.2,3055,95,,,2088500207,,
2.2,3055,100,,,2123830283,,
2.2,3055,all,2.2,100.00394,82459645877,4681107456,358363000000
2.2,3060,0,,,4680868437,,
2.2,3060,5,,,4623433790,,
2.2,3060,10,,,4566842518,,
2.2,3060,15,,,4511101324,,
2.2,3060,20,,,4456076795,,
2.2,3060,25,,,4401703458,,
2.2,3060,30,,,4348016228,,
2.2,3060,35,,,4295028391,,
2.2,3060,40,,,4242678597,,
2.2,3060,45,,,4190950841,,
2.2,3060,50,,,4139842958,,
2.2,3060,55,,,4089346854,,
2.2,3060,60,,,4039484147,,
2.2,3060,65,,,3990232337,,
2.2,3060,70,,,3941603866,,
2.2,3060,75,,,3893567526,,
2.2,3060,80,,,3846013779,,
2.2,3060,85,,,3743751516,,
2.2,3060,90,,,3211171207,,
2.2,3060,95,,,2114194411,,
2.2,3060,100,,,2150078508,,
2.2,3060,all,2.2,100.00394,83475987487,4738808832,363102000000
2.2,3065,0,,,4738566892,,
2.2,3065,5,,,4680423865,,
2.2,3065,10,,,4623134589,,
2.2,3065,15,,,4566705853,,
2.2,3065,20,,,4511002614,,
2.2,3065,25,,,4455958604,,
2.2,3065,30,,,4401609173,,
2.2,3065,35,,,4347967773,,
2.2,3065,40,,,4294972308,,
2.2,3065,45,,,4242606568,,
2.2,3065,50,,,4190868361,,
2.2,3065,55,,,4139749493,,
2.2,3065,60,,,4089271840,,
2.2,3065,65,,,4039412625,,
2.2,3065,70,,,3990184432,,
2.2,3065,75,,,3941555683,,
2.2,3065,80,,,3893415538,,
2.2,3065,85,,,3789887705,,
2.2,3065,90,,,3250714456,,
2.2,3065,95,,,2140204962,,
2.2,3065,100,,,2176651328,,
2.2,3065,all,2.2,100.00394,84504864662,4797222400,367899000000
2.2,3070,0,,,4796977064,,
2.2,3070,5,,,4738116915,,
2.2,3070,10,,,4680121018,,
2.2,3070,15,,,4622996254,,
2.2,3070,20,,,4566605928,,
2.2,3070,25,,,4510882968,,
2.2,3070,30,,,4455863162,,
2.2,3070,35,,,4401560131,,
2.2,3070,40,,,4347911026,,
2.2,3070,45,,,4294899429,,
2.2,3070,50,,,4242523118,,
2.2,3070,55,,,4190773801,,
2.2,3070,60,,,4139673611,,
2.2,3070,65,,,4089199495,,
2.2,3070,70,,,4039364179,,
2.2,3070,75,,,3990135709,,
2.2,3070,80,,,3941401931,,
2.2,3070,85,,,3836592857,,
2.2,3070,90,,,3290745010,,
2.2,3070,95,,,2166535759,,
2.2,3070,100,,,2203552759,,
2.2,3070,all,2.2,100.00394,85546432124,4856355840,372755000000
2.2,3075,0,,,4856107740,,
2.2,3075,5,,,4796521616,,
2.2,3075,10,,,4737810378,,
2.2,3075,15,,,4679980994,,
2.2,3075,20,,,4622895100,,
2.2,3075,25,,,4566484808,,
2.2,3075,30,,,4510786353,,
2.2,3075,35,,,4455813525,,
2.2,3075,40,,,4401502712,,
2.2,3075,45,,,4347837286,,
2.2,3075,50,,,4294814996,,
2.2,3075,55,,,4242427449,,
2.2,3075,60,,,4190697041,,
2.2,3075,65,,,4139600435,,
2.2,3075,70,,,4089150503,,
2.2,3075,75,,,4039314910,,
2.2,3075,80,,,3989980173,,
2.2,3075,85,,,3883873994,,
2.2,3075,90,,,3331268878,,
2.2,3075,95,,,2193190748,,
2.2,3075,100,,,2230786867,,
2.2,3075,all,2.2,100.00394,86600846505,4916218880,377672000000
2.2,3080,0,,,4915967811,,
2.2,3080,5,,,4855646754,,
2.2,3080,10,,,4796211343,,
2.2,3080,15,,,4737668643,,
2.2,3080,20,,,4679878595,,
2.2,3080,25,,,4622772488,,
2.2,3080,30,,,4566387006,,
2.2,3080,35,,,4510736114,,
2.2,3080,40,,,4455755426,,
2.2,3080,45,,,4401428103,,
2.2,3080,50,,,4347751860,,
2.2,3080,55,,,4294718206,,
2.2,3080,60,,,4242349801,,
2.2,3080,65,,,4190623023,,
2.2,3080,70,,,4139550890,,
2.2,3080,75,,,4089100681,,
2.2,3080,80,,,4039157570,,
2.2,3080,85,,,3931738225,,
2.2,3080,90,,,3372292144,,
2.2,3080,95,,,2220173922,,
2.2,3080,100,,,2258357768,,
2.2,3080,all,2.2,100.00394,87668266373,4976820224,382648000000
2.2,3085,0,,,4976566282,,
2.2,3085,5,,,4915501220,,
2.2,3085,10,,,4855332700,,
2.2,3085,15,,,4796067877,,
2.2,3085,20,,,4737564984,,
2.2,3085,25,,,4679754473,,
2.2,3085,30,,,4622673484,,
2.2,3085,35,,,4566336159,,
2.2,3085,40,,,4510677328,,
2.2,3085,45,,,4455679936,,
2.2,3085,50,,,4401341671,,
2.2,3085,55,,,4347653935,,
2.2,3085,60,,,4294639660,,
2.2,3085,65,,,4242274932,,
2.2,3085,70,,,4190572918,,
2.2,3085,75,,,4139500509,,
2.2,3085,80,,,4088941516,,
2.2,3085,85,,,3980192744,,
2.2,3085,90,,,3413820967,,
2.2,3085,95,,,2247489327,,
2.2,3085,100,,,2286269631,,
2.2,3085,all,2.2,100.00394,88748852253,5038169600,387687000000
2.2,3090,0,,,5037912268,,
2.2,3090,5,,,4976094017,,
2.2,3090,10,,,4915183338,,
2.2,3090,15,,,4855187481,,
2.2,3090,20,,,4795962943,,
2.2,3090,25,,,4737439333,,
2.2,3090,30,,,4679654253,,
2.2,3090,35,,,4622622021,,
2.2,3090,40,,,4566276676,,
2.2,3090,45,,,4510600947,,
2.2,3090,50,,,4455592488,,
2.2,3090,55,,,4401242598,,
2.2,3090,60,,,4347574480,,
2.2,3090,65,,,4294563930,,
2.2,3090,70,,,4242224262,,
2.2,3090,75,,,4190521973,,
2.2,3090,80,,,4139339497,,
2.2,3090,85,,,4029244839,,
2.2,3090,90,,,3455861581,,
2.2,3090,95,,,2275141055,,
2.2,3090,100,,,2314526674,,
2.2,3090,all,2.2,100.00394,89842766654,5100275200,392787000000
